user,movie
286587,life+is+beautiful+1997
188015,inspector+palmus+error+1960
7127,cry+freedom+1987
55522,frenzy+1972
136487,the+lion+king+1994
295841,good+bye_+lenin+2003
74628,the+five+senses+1999
293049,rollerball+1975
19225,shadow+of+a+doubt+1943
22847,lady+and+the+tramp+1955
185143,the+return+2003
267174,pig+hunt+2008
155186,white+men+cant+jump+1992
279571,the+entity+1982
207724,about+last+night...+1986
282628,idiots+and+angels+2008
31599,desperation+2006
188407,mirage+1965
120026,mildred+pierce+1945
113218,cry+freedom+1987
184126,titanic+1953
115626,the+hobbit+the+battle+of+the+five+armies+2014
189286,drop+zone+1994
144102,cry+freedom+1987
10049,dont+move+2004
56751,the+five+senses+1999
63935,parking+2008
52441,sniper+2+2002
212610,storm+rider+2013
180867,cry+freedom+1987
303160,the+blind+side+2009
291762,toy+story+1995
231612,the+hobbit+the+desolation+of+smaug+2013
274635,apollo+13+1995
58184,the+good_+the+bad+and+the+ugly+1966
98345,salt+of+the+earth+1954
137848,cry+freedom+1987
6838,monty+python+and+the+holy+grail+1975
273835,a+little+princess+1995
245126,the+elephant+man+1980
150219,caf+metropole+1937
128656,city+slickers+1991
158654,my+favorite+blonde+1942
224223,the+living+dead+girl+1982
213644,monsters_+inc.+2001
64894,panda+go+panda+rainy+day+circus+1973
108937,down+periscope+1996
278102,raiders+of+the+lost+ark+1981
172685,raiders+of+the+lost+ark+1981
37101,star+wars+1977
42790,from+hell+2001
6222,eyewitness+1981
269916,rollerball+1975
169053,the+lord+of+the+rings+the+return+of+the+king+2003
150191,as+good+as+it+gets+1997
125837,north+by+northwest+1959
118878,winnie+the+pooh+and+the+honey+tree+1966
261245,a+touch+of+class+1973
232516,the+longest+day+1962
8775,dances+with+wolves+1990
275637,slasher+house+2012
133734,i+spit+on+your+grave+1978
63169,lol+2012
26817,the+other+side+of+the+mountain+1975
173497,night+of+the+day+of+the+dawn+of+the+son+of+the+bride+part+2+in+shocking+2-d+1991
292162,bang+bang+youre+dead+2002
112446,coldblooded+1995
216430,bert+the+last+virgin+1995
291583,spirited+away+2001
270428,mon+oncle+1958
59160,this+aint+california+2012
47959,loving+you+1957
157697,tt3d+closer+to+the+edge+2011
298385,the+jungle+book+1967
177267,cry+freedom+1987
52922,skyfall+2012
142636,american+the+bill+hicks+story+2010
262819,the+heat+2013
74776,mockingbird+dont+sing+2001
169439,guardians+of+the+galaxy+2014
155623,true+crime+1996
43585,son+of+the+bride+2001
5406,dr.+no+1962
303018,horse+feathers+1932
257953,a+bugs+life+1998
180272,sex+galaxy+2008
35810,sudden+impact+1983
41193,trust+1990
247046,barbershop+2002
96015,back+to+the+future+1985
3711,a+slave+of+love+1976
258079,star+wars+1977
249840,beauty+and+the+beast+the+enchanted+christmas+1997
3343,pandaemonium+2001
153425,sleeping+beauty+1959
65784,eyewitness+1981
62717,pierrot+le+fou+1965
268729,eternity+and+a+day+1998
264294,mary+poppins+1964
163133,monster+2003
186482,eyewitness+1981
221714,a+time+to+kill+1996
129274,300+2006
68421,la+moiti+gauche+du+frigo+2000
101581,my+man+godfrey+1957
114777,harry+potter+and+the+deathly+hallows+part+2+2011
139389,punchline+1988
9011,cry+freedom+1987
20963,the+magician+1958
122993,p.s.+2004
108944,my+man+godfrey+1957
302281,casino+royale+2006
36557,the+saragossa+manuscript+1965
283240,vendetta+2013
51690,dead+of+winter+1987
282401,soundtracker+2010
86208,cube+1997
286568,gone+girl+2014
43477,creation+2009
18897,divine+horsemen+the+living+gods+of+haiti+1985
47374,toni+1935
93427,kept+husbands+1931
272156,holidays+by+the+sea+2011
177100,the+last+of+the+mohicans+1992
46882,broken+bridges+2006
233834,dear+zachary+a+letter+to+a+son+about+his+father+2008
73849,unfinished+business+2015
103440,forbidden+zone+1980
250583,dark+city+1950
15963,dark+city+1950
181347,the+gauntlet+1977
38962,who+can+kill+a+child+1976
188041,raging+bull+1980
188034,curdled+1996
11865,nightbreed+1990
54800,40+guns+to+apache+pass+1967
44697,in+china+they+eat+dogs+1999
6195,gitmo+2005
134204,american+history+x+1998
233969,die+another+day+2002
172651,the+five+senses+1999
4616,constantine+2005
164815,the+lord+of+the+rings+the+two+towers+2002
147705,companeros+1970
282880,manon+1949
164187,franklyn+2008
297387,the+parent+trap+1998
246422,following+1998
117014,cry+freedom+1987
202025,che+part+two+2009
68297,the+seventh+victim+1943
91539,the+outlaw+josey+wales+1976
135975,calvary+2014
103455,the+brothers+2001
279466,one+hundred+and+one+dalmatians+1961
290798,the+lonely+guy+1984
184176,blade+trinity+2004
212889,the+business+of+strangers+2001
287902,mans+favorite+sport+1964
278537,fight+club+1999
234525,fight+club+1999
235968,suburban+commando+1991
249616,toy+story+3+2010
56931,a+family+thing+1996
173332,frenzy+1972
295867,the+italian+job+1969
266071,sahara+1983
140396,crawlspace+2013
252031,ohyaku+the+female+demon+1968
202480,toy+story+that+time+forgot+2014
215184,the+dresser+1983
84935,freaky+friday+1976
54542,sling+blade+1996
232561,sllskapsresan+ii+-+snowroller+1985
46770,freaky+friday+1976
276914,cops+1922
8020,compulsion+1959
121633,mon+oncle+antoine+1971
138449,the+terminator+1984
219191,a+shine+of+rainbows+2009
67108,the+waterboy+1998
142757,rollerball+1975
13640,chicken+little+2005
3211,maze+2000
70143,time+to+kill+1989
277127,the+shawshank+redemption+1994
205113,candyman+day+of+the+dead+1999
182783,despicable+me+2010
286089,nausica+of+the+valley+of+the+wind+1984
218089,watchmen+2009
264874,summer+things+2002
191328,the+killing+jar+2010
53000,samurai+fiction+1998
64170,the+triplets+of+belleville+2003
270421,remember+me+2010
210336,the+house+of+yes+1997
30402,quantum+of+solace+2008
57997,vision+quest+1985
42760,toy+story+1995
136129,goodfellas+1990
138709,gunga+din+1939
202330,arlington+road+1999
215635,maze+2000
264555,snow+white+and+the+seven+dwarfs+1937
191311,a+place+in+the+sun+1951
187503,coraline+2009
116022,a+plumm+summer+2007
173488,the+dark+knight+2008
237749,rio+sex+comedy+2010
135731,neighboring+sounds+2012
130518,alien+1979
59494,how+to+train+your+dragon+2+2014
62011,p.s.+2004
270694,the+longest+day+1962
282565,fight+club+1999
116566,the+five+senses+1999
171812,inception+2010
307469,the+snowman+1982
114745,the+oil_+the+baby+and+the+transylvanians+1981
176076,maleficent+2014
154225,nurse+3-d+2013
291783,rollerball+1975
113035,the+snowman+1982
164479,performance+1970
118096,the+shining+1980
143705,toy+story+3+2010
164924,aladdin+1992
252304,moving+1988
63328,a+thousand+months+2003
165566,the+incredibles+2004
270524,bob+roberts+1992
49082,internes+cant+take+money+1937
29695,ed+1996
276545,the+dresser+1983
222754,raging+bull+1980
11432,deep+in+the+valley+2009
184077,harry+potter+and+the+chamber+of+secrets+2002
234836,the+conspiracy+2012
186930,partly+cloudy+2009
11843,snow+white+and+the+seven+dwarfs+1937
45093,gervaise+1956
116394,red+dawn+1984
258368,cry+freedom+1987
240472,the+five+senses+1999
59042,adore+2013
64574,rollerball+1975
297646,troy+2004
50762,p.s.+2004
275314,monsters_+inc.+2001
274871,big+hero+6+2014
172149,raiders+of+the+lost+ark+1981
77200,demon+wind+1990
275307,airplane+1980
71129,whisper+of+the+heart+1995
41748,chicken+run+2000
98708,voyage+to+the+bottom+of+the+sea+1961
144693,samson+and+delilah+1949
225980,missing+1982
302534,walle+2008
165391,take+care+of+my+cat+2001
267756,warm+water+under+a+red+bridge+2001
56338,kitchen+party+1997
275846,lupin+the+third+the+castle+of+cagliostro+1979
30361,family+business+1989
275711,anatomy+of+a+murder+1959
214505,the+passion+of+darkly+noon+1995
133201,explorers+1985
269922,casino+royale+2006
148961,mothra+vs.+godzilla+1964
168410,the+last+command+1928
135105,harry+potter+and+the+deathly+hallows+part+2+2011
279000,two+for+the+road+1967
148384,in+good+company+2004
78607,spellbound+2002
7170,the+jungle+book+1967
214908,payback+1999
91772,supermensch+the+legend+of+shep+gordon+2014
265500,irina+palm+2007
284345,predator+1987
34035,the+secret+world+of+arrietty+2010
103163,north+by+northwest+1959
249976,the+lord+of+the+rings+the+two+towers+2002
215893,all+the+mornings+of+the+world+1991
243850,the+boy+in+the+striped+pyjamas+2008
45047,true+crime+1996
255178,open+your+eyes+1997
128136,hearts+in+atlantis+2001
276438,death+rides+a+horse+1967
189168,top+secret+1984
171280,wreck-it+ralph+2012
171928,a+grandpa+for+christmas+2007
277515,summertime+2014
301298,milk+2008
217884,the+matrix+1999
288415,the+man+who+knew+too+much+1956
204615,princess+mononoke+1997
234178,city+of+god+2002
137205,9+dead+gay+guys+2003
200768,forrest+gump+1994
219514,and+now...+ladies+and+gentlemen...+2002
238931,big+hero+6+2014
59757,rio+grande+1950
150795,the+magician+1958
223525,ladyhawke+1985
158940,born+to+be+wild+2011
28346,dances+with+wolves+1990
204713,paul+2011
39628,nothing+but+trouble+1991
304159,coldblooded+1995
97608,nine+queens+2000
25601,dark+city+1950
80063,up+2009
64062,city+lights+1931
96798,eulogy+2004
173508,over+the+edge+1979
304318,stolen+kisses+1968
254514,very+important+person+1961
158907,jay-z+made+in+america+2013
182682,the+slams+1973
43840,black+beauty+1994
65263,life+is+beautiful+1997
180413,psycho+1960
197751,the+house+of+yes+1997
168496,barbershop+2002
177240,i_+robot+2004
240352,new+fist+of+fury+1976
261493,red+firecracker_+green+firecracker+1994
207880,whiplash+2014
206734,cape+fear+1962
212557,courage+under+fire+1996
138665,interstellar+2014
265152,scratch+2001
235568,dial+m+for+murder+1954
97812,august+osage+county+2013
307899,no+turning+back+2002
291238,p.s.+2004
20121,fight+club+1999
279346,from+russia+with+love+1963
21656,gleaming+the+cube+1989
132617,meet+monica+velour+2010
181946,sleeping+beauty+1959
290309,i_+robot+2004
151107,the+change-up+2011
142027,alice+in+wonderland+1951
68854,birdy+1984
273041,cry+freedom+1987
33390,how+i+won+the+war+1967
158732,drop+zone+1994
106840,batman+unmasked+the+psychology+of+the+dark+knight+2008
217204,the+mission+1986
278400,morning+for+the+osone+family+1946
93453,black+beauty+1994
164301,shakespeare+wallah+1965
81529,lifeboat+1944
38021,spider-man+3+2007
26028,rollerball+1975
151611,duplicate+1998
23827,never+say+never+again+1983
232763,star+wars+episode+iii+-+revenge+of+the+sith+2005
31886,four+brothers+2005
303439,the+guard+2011
251776,eyewitness+1981
127105,about+a+boy+2002
259852,gods+not+dead+2014
183657,robot+stories+2003
95659,dial+m+for+murder+1954
256388,about+last+night...+1986
200470,kagemusha+1980
5123,the+reunion+2013
146719,fight+club+1999
244863,cry+freedom+1987
185381,lucky+them+2013
205171,shadows+of+forgotten+ancestors+1965
96507,leaving+las+vegas+1995
44504,the+return+of+frank+james+1940
279448,rushmore+1998
71570,memento+2000
144092,raise+the+red+lantern+1991
288544,rollerball+1975
253694,the+mistress+2006
299418,the+insider+1999
24621,the+last+of+the+mohicans+1992
260557,the+shawshank+redemption+1994
257311,notting+hill+1999
60351,six+pack+1982
37720,the+killer+1989
179455,my+lucky+stars+1985
176370,farah+goes+bang+2013
2544,red+cliff+part+ii+2009
181639,side+effects+2013
81511,ticker+2001
44075,a+study+in+terror+1965
35726,my+neighbor+totoro+1988
45412,hum+aapke+hain+koun+1994
43481,coraline+2009
47917,dance+with+a+stranger+1985
219432,the+avengers+2012
25387,wife+vs.+secretary+1936
295205,maleficent+2014
130638,the+butterfly+effect+2+2006
123485,suburban+commando+1991
266458,officer+down+2013
86308,cry+freedom+1987
233550,dantes+hell+animated+2013
260268,the+border+1982
108273,black+nativity+2013
87456,barbershop+2002
152257,a+goofy+movie+1995
160330,the+raid+2+2014
283572,ghost+in+the+shell+1995
207511,moby+dick+1956
194303,four+minutes+2006
148759,cry+freedom+1987
226535,indiana+jones+and+the+temple+of+doom+1984
197584,storm+warning+1951
38647,willy+wonka++the+chocolate+factory+1971
281853,the+green+mile+1999
65664,casino+royale+2006
284280,nausica+of+the+valley+of+the+wind+1984
174566,expelled+2014
233397,a+fistful+of+fingers+1995
307576,paths+of+glory+1957
222114,the+way+2010
121838,alien+1979
163388,the+major+and+the+minor+1942
95646,bill+cosby+himself+1983
107529,the+queen+of+spades+1949
156770,cry+freedom+1987
139593,a+little+princess+1995
21112,whisper+of+the+heart+1995
25251,melody+time+1948
217144,cry+freedom+1987
144534,evilenko+2004
46898,about+last+night...+1986
141062,the+beach+boys+an+american+family+2000
112031,big+hero+6+2014
75309,hercules+1997
26902,i_+robot+2004
249083,the+andromeda+strain+1971
230906,p.s.+2004
269540,the+longest+day+1962
167885,the+dark+knight+rises+2012
189511,phoenix+1998
51577,the+conspiracy+2012
141649,stranger+than+paradise+1984
15597,sonic+outlaws+1995
230998,star+wars+1977
70268,penguins+of+madagascar+2014
202801,the+bounty+1984
138832,the+nest+2002
124861,mulan+rise+of+a+warrior+2009
193820,werewolves+on+wheels+1971
47399,picking+up+the+pieces+2000
249734,the+bishops+wife+1947
99879,leon+the+professional+1994
61855,mickeys+once+upon+a+christmas+1999
100359,coldblooded+1995
43937,the+talented+mr.+ripley+1999
212814,in+the+house+2012
184816,courage+under+fire+1996
111004,nine+lives+2005
71914,edward+scissorhands+1990
82114,northfork+2003
216963,gods+of+the+plague+1970
125298,the+lorax+2012
42748,whisper+of+the+heart+1995
45993,ratcatcher+1999
10503,the+cobweb+1955
93955,rififi+1955
204728,ed+1996
118412,frenzy+1972
246370,shampoo+1975
117432,mulan+1998
93258,punchline+1988
235425,i+am+waiting+1957
291487,joint+security+area+2000
37141,harry+potter+and+the+order+of+the+phoenix+2007
242722,inception+2010
106193,macabre+1958
199422,the+nest+2002
37498,the+incredible+hulk+2008
117678,z+1969
304570,the+other+side+of+the+mountain+1975
233597,dead+of+night+1945
250965,inglourious+basterds+2009
207466,her+2013
205219,night+at+the+museum+2006
255758,brave+new+world+1998
172117,master+and+commander+the+far+side+of+the+world+2003
231432,frenzy+1972
102095,glory+daze+1995
65275,ghost+1990
162156,goodfellas+1990
33254,toy+story+3+2010
240891,stick+it+2006
278702,constantine+2005
292875,cry+freedom+1987
294039,bones+brigade+an+autobiography+2012
305802,nightcrawler+2014
143680,the+cat+in+the+hat+2003
205523,the+lookout+2007
43767,when+the+game+stands+tall+2014
285632,the+battery+2012
212517,the+smiling+ghost+1941
93060,fight+club+1999
153419,werckmeister+harmonies+2000
58999,x-men+days+of+future+past+2014
115301,dead+of+winter+1987
119517,airplane+1980
192760,coldblooded+1995
97118,mystery+road+2013
229299,champion+1949
200860,about+last+night...+1986
151099,cry+freedom+1987
19876,go+west+1940
70398,raging+bull+1980
38230,louis+c.k.+chewed+up+2008
48545,dead+mans+shoes+2004
79936,dredd+2012
268457,the+hudsucker+proxy+1994
79664,almost+famous+2000
167648,the+wood+1999
6689,turn+me+on_+dammit+2011
297655,lola+1961
108244,willy+wonka++the+chocolate+factory+1971
157208,alice+in+wonderland+1951
212333,the+cat+returns+2002
60396,the+lucky+ones+2008
309175,blind+mans+bluff+2005
152567,cool+hand+luke+1967
267868,eyewitness+1981
134406,detective+story+1951
223639,laila+1929
12750,sleepers+1996
195118,cry+freedom+1987
239350,cry+freedom+1987
151733,parisian+love+1925
307489,rollerball+1975
119729,p.s.+2004
295330,shinobi+heart+under+blade+2005
90843,gladiator+2000
82047,tootsie+1982
216342,notting+hill+1999
198369,throne+of+blood+1957
179931,the+burning+1981
225408,the+proprietor+1996
215983,the+peach+thief+1964
100568,essential+killing+2010
214977,gleaming+the+cube+1989
202479,the+great+debaters+2007
140355,the+big+boss+1971
150645,nadja+1994
307294,nothing+to+lose+1994
94693,the+five+senses+1999
120950,the+uninvited+1996
229483,night+court+1932
264958,companeros+1970
277683,the+fighting+prince+of+donegal+1966
148546,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
3621,little+white+lies+2010
129601,my+darling+clementine+1946
160234,the+dark+knight+2008
23636,pekka+ja+ptk+lumimiehen+jljill+1954
11682,ghostbusters+1984
148240,twisted+nerve+1968
39140,the+five+senses+1999
220563,nine+lives+2005
181499,p.s.+2004
56280,the+deal+2003
294900,bloodsucking+freaks+1976
255585,zift+2008
191115,the+mask+of+zorro+1998
197292,raiders+of+the+lost+ark+1981
244817,the+great+gatsby+1926
168455,the+lord+of+the+rings+the+return+of+the+king+2003
37210,the+looney_+looney_+looney+bugs+bunny+movie+1981
2975,a+day+at+the+races+1937
111060,saving+private+ryan+1998
148937,the+golden+voyage+of+sinbad+1973
17706,the+girl+next+door+2004
211070,my+man+godfrey+1957
277527,constantine+2005
263334,johnny+dangerously+1984
245351,godards+passion+1982
25650,choose+2011
138238,new+jack+city+1991
98764,the+returned+2013
194666,father+of+the+bride+1991
44730,forbidden+zone+1980
44727,in+the+line+of+fire+1993
229580,the+conspiracy+2012
238410,one+flew+over+the+cuckoos+nest+1975
130380,harry+potter+and+the+prisoner+of+azkaban+2004
161215,cinderella+iii+a+twist+in+time+2007
86724,neverwas+2005
192691,ice+age+dawn+of+the+dinosaurs+2009
146197,crackers+1984
289746,2001+a+space+odyssey+1968
274093,green+lantern+2011
207677,threads+1984
85383,onibaba+1964
77897,electric+boogaloo+the+wild_+untold+story+of+cannon+films+2014
217745,willy+wonka++the+chocolate+factory+1971
191798,another+cinderella+story+2008
173544,the+conspiracy+2012
99463,working+girl+1988
69023,barbershop+2002
188585,p.s.+2004
293541,cry+freedom+1987
101895,temptation+confessions+of+a+marriage+counselor+2013
97656,the+softening+of+the+egg+1975
201881,penguins+of+madagascar+2014
250102,road+to+perdition+2002
221766,courage+under+fire+1996
162953,harry+and+tonto+1974
112751,concert+for+george+2002
37095,p.s.+2004
222888,the+wild+parrots+of+telegraph+hill+2003
303113,independence+day+1996
50452,dark+victory+1939
227932,edmond+2005
108610,a+rumor+of+war+1980
67787,patton+1970
157734,perfectly+normal+1991
28819,sullivans+travels+1941
53891,into+the+white+2012
187317,the+bounty+1984
47693,grandmother+2009
92970,scratch+2001
26808,eyewitness+1981
89465,exiled+2006
201797,star+trek+into+darkness+2013
29560,another+thin+man+1939
242042,paths+of+glory+1957
83165,punchline+1988
27565,the+godfather+1972
296819,behind+the+sun+2001
20701,the+five+senses+1999
292079,eyewitness+1981
118998,gas+1981
188968,rabbit+hole+2010
87305,the+girl+cant+help+it+1956
36614,a+marine+story+2010
45805,arranged+2007
203372,angels+with+dirty+faces+1938
194563,frenzy+1972
27333,the+lord+of+the+rings+the+fellowship+of+the+ring+2001
136823,the+doorway+to+hell+1930
14467,the+terminator+1984
68927,howls+moving+castle+2004
160721,the+avengers+2012
45117,spirited+away+2001
229360,black+beauty+1994
292416,8+seconds+1994
132621,the+assassination+of+jesse+james+by+the+coward+robert+ford+2007
80108,the+codes+of+gender+2010
292198,au+revoir+les+enfants+1987
9288,lady+and+the+tramp+1955
58141,whiplash+2014
288581,the+dresser+1983
212133,who+am+i+1998
93277,dead+of+winter+1987
265054,the+red+shoes+1948
187467,e.t.+the+extra-terrestrial+1982
298962,bullet+in+the+head+1990
296787,kim+1950
141330,captain+america+the+first+avenger+2011
37239,the+snowman+1982
258007,the+dark+knight+2008
226901,before+the+rain+1994
11494,alien+1979
191569,making+do+the+right+thing+1989
178445,prime+suspect+1991
298229,life+is+a+miracle+2004
286653,man+of+the+year+2006
257513,one+hundred+and+one+dalmatians+1961
256933,the+addams+family+1991
183604,failan+2001
264019,poppy+shakespeare+2008
195016,things+to+come+1936
135534,the+five+senses+1999
47307,top+secret+1984
87245,harry+potter+and+the+philosophers+stone+2001
227843,conspirators+of+pleasure+1996
253363,airplane+1980
152561,back+to+1942+2012
222343,the+place+beyond+the+pines+2013
107955,the+shining+1980
46064,eyewitness+1981
75427,cry+freedom+1987
132365,diamond+men+2000
240631,forbidden+zone+1980
94661,the+day+the+earth+stood+still+1951
271936,star+wars+episode+iii+-+revenge+of+the+sith+2005
158678,first+blood+1982
103598,ex+drummer+2007
182269,starred+up+2013
95761,mary+poppins+1964
254125,p.s.+2004
42469,the+blood+of+fu+manchu+1968
236378,apocalypto+2006
298866,the+other+side+of+the+mountain+1975
16891,country+strong+2010
177061,p.s.+2004
138907,inception+2010
140147,frida+2002
123128,bruce+almighty+2003
177540,the+matador+2008
165469,north+by+northwest+1959
200979,the+secret+world+of+arrietty+2010
75420,ray+2004
79581,ponyo+2008
290116,bright+star+2009
136659,dark+city+1950
73204,p.s.+2004
101237,the+accused+1988
72372,p.s.+2004
305323,max+manus+man+of+war+2008
303636,seven+samurai+1954
4711,black+hawk+down+2001
182306,in+china+they+eat+dogs+1999
255823,barbershop+2002
145403,harry+potter+and+the+deathly+hallows+part+1+2010
112553,zhou+yus+train+2002
242161,insurgent+2015
115467,brother+bear+2003
12869,the+incredibles+2004
235239,super+size+me+2004
5507,secrets+of+the+tribe+2010
150428,notting+hill+1999
125996,whiplash+2014
