user,movie,rating
158208,behold+a+pale+horse+1964,4
204291,please+remove+your+shoes+2010,3
27939,forbidden+planet+1956,4
134057,too+late+blues+1961,3
279797,the+crown+jewels+2011,4
237478,my+one+and+only+2009,2
138403,the+absent-minded+professor+1961,4
290806,pop+redemption+2013,4
178609,howls+moving+castle+2004,5
37583,mulan+rise+of+a+warrior+2009,4
195868,burne+2008,4
166455,cirque+du+soleil+varekai+2003,5
64323,breaking+up+1997,3
222331,music+box+1989,3
177430,husk+2011,4
179020,alien+1979,3
231935,lesson+plan+2010,4
48278,my+man+godfrey+1957,3
192793,my+darling+clementine+1946,4
253712,burne+2008,3
225098,away+from+her+2006,4
275274,boy+meets+girl+1938,4
136349,humoresque+1946,4
29284,endgame+2009,4
236966,axed+2012,4
20723,how+to+train+your+dragon+2+2014,4
32892,big+hero+6+2014,3
221980,seven+up+1964,4
212086,guinevere+1999,2
252734,terminator+2+judgment+day+1991,4
189953,convict+13+1920,4
219796,two+for+the+road+1967,4
217047,the+immigrant+1917,3
31804,in+the+loop+2009,5
68893,up+2009,4
91760,duck+soup+1933,4
56106,the+looney_+looney_+looney+bugs+bunny+movie+1981,3
65547,kill+bill+vol.+1+2003,3
302197,bronson+2008,5
238400,playtime+1967,3
88806,numb+2007,4
211393,my+favorite+season+1993,4
68609,the+great+gatsby+1974,4
267520,away+from+her+2006,4
28080,eye+of+god+1997,4
171397,now+and+then+1995,4
83719,the+incredible+hulk+2008,3
12048,artifact+2012,3
40292,running+on+empty+1988,5
123304,running+free+1999,3
241061,scooby-doo+camp+scare+2010,4
236673,the+matrix+1999,4
124086,lady+and+the+tramp+1955,3
36333,hank+and+mike+2008,4
133320,wild+animals+1997,3
248624,cypher+2002,4
220499,raiders+of+the+lost+ark+1981,4
139219,burne+2008,5
32968,my+darling+clementine+1946,4
279233,se7en+1995,5
241827,twister+1996,5
76841,just+wright+2010,3
78660,mulan+1998,3
162121,the+devil+within+her+1975,3
74549,my+one+and+only+2009,3
300398,running+on+empty+1988,3
108097,land+without+bread+1933,3
101485,dial+m+for+murder+1954,4
79170,much+ado+about+nothing+2012,4
2573,the+cheyenne+social+club+1970,4
218717,will+2011,3
212415,harry+potter+and+the+philosophers+stone+2001,3
154403,the+hard+word+2002,2
258768,my+man+godfrey+1957,5
147774,my+sister+eileen+1955,4
55752,fuck+2005,3
125090,teenage+paparazzo+2010,3
35317,appleseed+2004,4
2549,alien+1979,5
21805,a+gun+for+jennifer+1997,3
113974,animal+farm+1954,4
56487,my+life+in+ruins+2009,2
284522,the+bachelor+and+the+bobby-soxer+1947,3
152276,burne+2008,4
51234,torrente_+the+dumb+arm+of+the+law+1998,4
114343,kalevala+-+uusi+aika+2013,4
247973,alien+1979,4
164715,star+trek+2009,3
71157,running+on+empty+1988,4
65936,tangled+ever+after+2012,4
285128,race+2008,2
215124,dugs+special+mission+2009,3
132509,extract+2009,3
106382,running+on+empty+1988,3
85644,rumble+in+the+bronx+1995,3
261394,older+brother_+younger+sister+1953,3
142144,interstellar+2014,4
257939,my+name+is+julia+ross+1945,4
268237,delirium+2014,4
176136,too+many+cooks+2014,3
277521,a+night+at+the+opera+1935,4
253245,the+amazing+spider-man+2012,3
100869,secondhand+lions+2003,5
301062,truly+madly+deeply+1990,4
169295,a+charlie+brown+christmas+1965,4
225365,into+the+woods+1991,4
164835,jack+brooks+monster+slayer+2007,2
155426,walk+of+shame+2014,2
75345,cloudy+with+a+chance+of+meatballs+2+2013,3
61180,run+silent_+run+deep+1958,3
133450,sudden+impact+1983,2
82653,bambi+1942,3
241550,gone+nutty+2002,3
277823,the+hire+hostage+2002,4
224010,the+deaths+of+ian+stone+2007,3
200198,burne+2008,5
208284,outrage+2010,3
49679,a+close+shave+1995,5
238968,swordfish+2001,5
152337,everyone+says+i+love+you+1996,3
169597,kung+fu+panda+holiday+2010,3
299619,blue+is+the+warmest+color+2013,4
192531,independence+day+1996,4
296869,julia+1977,4
234750,somewhere+in+time+1980,3
300288,how+to+train+your+dragon+2010,4
77258,the+young+and+the+dead+2000,3
289339,my+life+so+far+1999,4
162526,nightcrawler+2014,4
118080,avatar+2009,4
203561,duck+soup+1933,3
301705,nicht+alle+waren+mrder+2006,4
109546,star+wars+episode+ii+-+attack+of+the+clones+2002,3
222913,away+from+her+2006,4
55973,running+on+empty+1988,4
85518,wyrmwood+road+of+the+dead+2014,5
104035,cat+soup+2001,4
74816,hen_+his+wife+1990,4
178215,my+summer+of+love+2004,3
281299,django+1966,3
113863,two+if+by+sea+1996,2
269224,the+next+man+1976,5
17604,bewitched+2005,1
220293,ice+age+2002,3
282636,island+of+fire+1990,4
209882,eyewitness+1981,3
48232,heavy+metal+parking+lot+1986,4
19482,day+dreams+1922,4
226470,burne+2008,4
49509,tell+them+anything+you+want+a+portrait+of+maurice+sendak+2009,4
287263,zulu+1964,3
169304,jurassic+park+1993,4
264809,digging+up+the+marrow+2015,5
59061,leon+the+professional+1994,4
28937,excalibur+1981,3
84425,one+last+hug+2014,4
73851,sweet+and+lowdown+1999,2
15765,rumble+fish+1983,5
31096,the+manzanar+fishing+club+2012,3
281697,ju+dou+1990,3
118498,owning+mahowny+2003,3
171028,the+secret+world+of+arrietty+2010,4
202054,swing+vote+2008,4
282813,my+one+and+only+2009,4
28927,partly+cloudy+2009,4
132412,greedy+1994,2
74124,rush+hour+2+2001,2
189046,burne+2008,4
184695,shrek+2001,3
31393,the+green+mile+1999,4
136445,burne+2008,3
246770,the+little+matchgirl+2006,4
149171,charlie+browns+christmas+tales+2002,3
232302,hurlyburly+1998,2
280578,shark+tale+2004,3
106611,zorba+the+greek+1964,3
77456,eyewitness+1981,4
99538,love+in+the+time+of+cholera+2007,4
90577,the+devil+wears+prada+2006,3
133123,one+chance+2013,4
213802,off+limits+1988,3
7889,bouncing+babies+1929,4
94568,mickey+2004,3
194848,guardians+of+the+galaxy+2014,4
175561,burne+2008,4
168885,the+cyclone+1996,3
196022,burne+2008,5
239522,one+flew+over+the+cuckoos+nest+1975,5
78407,julia+1977,5
77650,kronks+new+groove+2005,2
164568,music+box+1989,5
164822,the+beat+that+my+heart+skipped+2005,4
110146,my+man+godfrey+1957,4
308446,the+bang+bang+club+2010,4
224799,american+pie+presents+the+naked+mile+2006,2
142792,excalibur+1981,3
250483,trick+or+treat+1952,4
64133,firaaq+2009,2
200763,green+ice+1981,3
218260,homefront+2013,2
244080,rope+1948,4
29248,mysterious+island+1961,4
202766,my+one+and+only+2009,3
29901,1941+1979,3
300863,the+man+who+knew+too+much+1956,4
165617,the+bat+man+1943,2
133622,the+beautiful+person+2008,3
296172,mysterious+island+1961,3
32574,hercules+1997,4
101993,judith+of+bethulia+1914,5
254851,project+a+1983,5
82242,lake+of+fire+2006,4
209990,my+side+of+the+mountain+1969,3
232986,numb+2007,4
299222,numb+2007,3
68775,spun+2002,3
168032,tell-tale+2010,4
83467,switchback+1997,4
40948,burne+2008,3
243266,twilight+1998,2
121323,antonio+gaud+1984,4
238526,the+wave+1981,5
173133,rambo+2008,4
290584,europa+1991,3
205835,cats+1998,3
203242,burne+2008,4
22423,rush+hour+1998,3
35512,burne+2008,4
17977,evangelion+1.0+you+are+not+alone+2007,3
191148,dumbo+1941,3
246433,forbidden+planet+1956,3
199134,office+space+1999,5
67032,zulu+1964,4
163286,harry+potter+and+the+goblet+of+fire+2005,4
225247,the+woodsman+2004,4
8020,the+legend+of+zorro+2005,4
237818,kung+fu+panda+2+2011,3
135494,harry+potter+and+the+chamber+of+secrets+2002,4
176468,burne+2008,4
103161,delivery+man+2013,2
239413,murder+in+the+first+1995,3
114761,avalon+1990,3
303059,bang+bang+1971,5
293709,castle+in+the+sky+1986,5
128403,julia+2008,3
104608,my+boyfriends+back+1993,2
17391,dead+kids+1981,4
256852,chuck++buck+2000,4
120475,burne+2008,4
252239,cypher+2002,4
65135,luna+de+avellaneda+2004,4
213622,bed+of+roses+1996,2
226673,twins+1988,3
257527,tuvalu+1999,4
183600,grey+gardens+2009,4
121290,twelve+oclock+high+1949,3
197289,outsourced+2006,3
57995,tokio+baby+2010,4
166566,the+lord+of+the+rings+the+fellowship+of+the+ring+2001,4
679,eyewitness+1981,4
131209,my+side+of+the+mountain+1969,3
152861,america+before+columbus+2009,3
284681,toy+story+2+1999,3
162653,overnight+delivery+1998,3
197856,treasure+planet+2002,3
237739,executive+decision+1996,4
302295,tyson+2008,4
139843,babysitting+2014,4
199716,syrinx+1966,3
215173,a+matter+of+loaf+and+death+2008,3
230160,the+staircase+2004,4
159114,queen+to+play+2009,3
9662,salems+lot+1979,3
101537,nancy+drew+detective+1938,5
68824,scrooge+1951,4
81123,zatoichi+2003,4
32068,toy+story+that+time+forgot+2014,3
4133,total+recall+1990,4
69814,head+over+heels+2012,3
170280,clockwise+1986,3
36739,burne+2008,4
74944,two+family+house+2000,4
33999,harry+potter+and+the+order+of+the+phoenix+2007,3
267516,my+one+and+only+2009,4
10247,shaft+2000,2
193789,eye+of+god+1997,3
99196,yojimbo+1961,3
292164,project+a+1983,4
186695,kuroneko+1968,4
196537,toy+story+2+1999,2
146407,jack+goes+boating+2010,2
204779,away+from+her+2006,5
7470,love+exposure+2008,2
265684,wreck-it+ralph+2012,3
272110,balance+1989,3
7278,two+girls+and+a+sailor+1944,3
234857,equilibrium+2002,4
204886,burne+2008,4
206449,toy+story+3+2010,4
162520,out+of+the+fog+1941,3
108861,the+monkey+hustle+1976,3
287410,executive+decision+1996,3
26200,away+from+her+2006,4
117954,a+days+pleasure+1919,3
63727,good+copy+bad+copy+2007,4
18875,enter+the+void+2009,4
70409,dugs+special+mission+2009,3
296979,how+to+eat+your+watermelon+in+white+company+and+enjoy+it+2005,2
268242,my+one+and+only+2009,2
256079,gone+girl+2014,3
92908,the+gods+must+be+crazy+1980,4
268134,eyewitness+1981,4
247215,the+body+snatcher+1945,4
131529,obsession+1976,5
103765,the+glass+agency+1999,5
109768,running+on+empty+1988,4
18855,the+lincoln+lawyer+2011,2
300271,away+we+go+2009,3
107127,stalker+1979,4
5018,reparando+2010,4
72115,hypocrites+1915,3
123814,indiana+jones+and+the+last+crusade+1989,4
6431,jack+strong+2014,4
176935,monsterman+2014,4
78552,martyrs+2008,3
172519,burne+2008,3
227403,my+bodyguard+1980,2
15143,fright+to+the+finish+1954,4
185135,my+one+and+only+2009,5
43144,eyewitness+1981,4
73763,following+sean+2006,4
233874,higher+and+higher+1943,3
176238,the+wolf+of+wall+street+2013,2
261478,big+hero+6+2014,4
11340,my+one+and+only+2009,3
138335,stark+raving+mad+2002,2
87531,scarface+1983,5
185714,scum+1979,3
227448,why+we+fight+prelude+to+war+1942,3
245892,mystery+men+1999,3
96113,my+one+and+only+2009,4
168086,i+am+a+fugitive+from+a+chain+gang+1932,4
270633,lucas+1986,4
194072,the+terminator+1984,4
250832,my+last+day+without+you+2011,3
249663,lucas+1986,3
150823,interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem+2003,3
179513,on+the+beach+1959,4
154846,the+sleep+room+1998,3
252700,symbol+2009,4
281974,howls+moving+castle+2004,4
71872,my+sassy+girl+2001,3
3077,fresh+1994,4
20219,the+shawshank+redemption+1994,4
187984,burne+2008,4
290787,zulu+1964,5
44282,steamboat+willie+1928,3
110301,between+the+folds+2008,4
26475,burne+2008,3
260785,vertical+features+remake+1978,5
131119,neighbours+1952,3
30994,the+imitation+game+2014,2
108239,the+cove+2009,4
83430,swiss+family+robinson+1960,2
218719,on+thin+ice+2009,3
242371,shutter+island+2010,4
188105,twilight+1998,2
48819,surviving+the+game+1994,3
257886,show+boat+1951,4
75520,hellyys+1972,3
112701,youth+without+youth+2007,3
217364,the+giver+2014,3
181916,cinema+paradiso+1988,5
268434,my+bloody+valentine+2009,2
125054,romance+2012,3
46418,burne+2008,4
76976,inception+2010,4
25000,streamers+1983,3
14837,suspect+1987,3
276427,fight+club+1999,4
142913,s.o.s.+iceberg+1933,3
15635,two+for+the+road+1967,3
88955,attack+from+space+1965,4
286781,executive+decision+1996,4
118927,lucas+1986,3
274905,the+matrix+1999,5
288067,for+a+good+time_+call...+2012,3
78962,bully+2001,5
291426,a+very+potter+sequel+2010,4
212394,pirates+of+the+caribbean+the+curse+of+the+black+pearl+2003,3
1287,dead+man+walking+1995,4
210051,my+neighbor+totoro+1988,3
64722,symbol+2009,3
85522,extract+2009,3
197787,star+wars+episode+iii+-+revenge+of+the+sith+2005,4
159854,the+wild+and+wonderful+whites+of+west+virginia+2009,4
33102,avalon+1990,4
39436,a+year+along+the+abandoned+road+1991,3
8969,twins+1988,2
251106,away+from+her+2006,4
256701,the+life+and+times+of+allen+ginsberg+2008,3
202871,milarepa+2008,3
116138,my+man+godfrey+1957,5
25702,cold+in+july+2014,3
199721,knick+knack+1989,4
176236,xxx+state+of+the+union+2005,2
40967,parents+1989,3
98436,inseparable+2011,3
143654,axed+2012,3
78118,burne+2008,4
263835,beneath+the+planet+of+the+apes+1970,3
180102,silver+streak+1976,4
148845,mr.+destiny+1990,2
31267,antitrust+2001,3
28238,aral.+fishing+in+an+invisible+sea+2004,3
263587,kumar+2012,4
279686,husk+2011,4
93090,zulu+1964,4
136593,fletch+1985,4
264029,masti+2004,4
4083,arabesque+1966,3
190865,little+sister+1992,3
254834,the+hand+1965,4
264081,dragon+ball+z+fusion+reborn+1995,4
82527,burne+2008,4
14151,raiders+from+beneath+the+sea+1964,3
172793,airplane+1980,4
293476,rudolph+the+red-nosed+reindeer+1948,4
69383,twelve+oclock+high+1949,4
219786,you+cant+take+it+with+you+1938,3
296587,my+sister+eileen+1955,4
183712,the+great+debaters+2007,4
94575,crossfire+1947,4
22553,tuck+everlasting+2002,3
224811,lille+fridolf+och+jag+1956,4
167227,gypsy+1962,3
49142,lawless+2012,4
32928,the+blank+generation+1976,3
37386,amazing+journey+the+story+of+the+who+2007,4
227743,my+one+and+only+2009,4
125717,duck+soup+1933,3
196065,lady+and+the+tramp+ii+scamps+adventure+2001,3
232158,beyond+the+black+rainbow+2010,4
165520,ivanhoe+1952,3
146322,burne+2008,3
203467,kick-ass+2+2013,3
