id,title,adult,genres,production_companies,spoken_languages,metadata
10+things+i+hate+about+you+1999,10 Things I Hate About You,False,"['comedy', 'romance', 'drama']","['madchance', 'jaretentertainment', 'touchstonepictures']","['english', 'français']",10 Things I Hate About You False comedy romance drama madchance jaretentertainment touchstonepictures  english français
10+to+midnight+1983,10 to Midnight,False,"['horror', 'crime', 'thriller', 'drama']","['cannongroup', 'cityfilms', 'y&mproductions']","['english', 'português']",10 to Midnight False horror crime thriller drama cannongroup cityfilms y&mproductions  english português
10+years+2011,10 Years,False,"['comedy', 'drama']","['anchorbayfilms', 'templehillentertainment', 'bossmedia', '33andoutproductions', 'ironhorseentertainment(ii)']",['english'],10 Years False comedy drama anchorbayfilms templehillentertainment bossmedia 33andoutproductions ironhorseentertainment(ii)  english
100+feet+2008,100 Feet,False,"['horror', 'thriller']","['blueriderpictures', '100feetproductions', 'laurinfilm', 'newdealstudios', 'filmvisionsfunding', 'grandillusionsentertainment']",['english'],100 Feet False horror thriller blueriderpictures 100feetproductions laurinfilm newdealstudios filmvisionsfunding grandillusionsentertainment  english
100+girls+2000,100 Girls,False,"['comedy', 'drama', 'romance']",['dreamentertainment'],['english'],100 Girls False comedy drama romance dreamentertainment  english
100+rifles+1969,100 Rifles,False,"['adventure', 'action', 'western', 'war']","['twentiethcenturyfoxfilmcorporation', 'marvinschwartzproductions']","['english', 'français']",100 Rifles False adventure action western war twentiethcenturyfoxfilmcorporation marvinschwartzproductions  english français
101+dalmatians+1996,101 Dalmatians,False,"['comedy', 'family']","['waltdisneypictures', 'greatoaksentertainment']",['english'],101 Dalmatians False comedy family waltdisneypictures greatoaksentertainment  english
101+dalmatians+ii+patchs+london+adventure+2003,101 Dalmatians II: Patch's London Adventure,False,"['animation', 'family']","['waltdisneypictures', 'waltdisneytelevisionanimation']",['english'],101 Dalmatians II: Patch's London Adventure False animation family waltdisneypictures waltdisneytelevisionanimation  english
101+reykjavik+2000,101 Reykjavik,False,"['drama', 'comedy', 'romance']","['zentropaentertainments', 'liberatorproductions', 'filmhusetas', 'troikaentertainmentgmbh']","['english', 'íslenska']",101 Reykjavik False drama comedy romance zentropaentertainments liberatorproductions filmhusetas troikaentertainmentgmbh  english íslenska
102+dalmatians+2000,102 Dalmatians,False,"['comedy', 'family']","['waltdisneypictures', 'cruellaproductions']",['english'],102 Dalmatians False comedy family waltdisneypictures cruellaproductions  english
1066+the+battle+for+middle+earth+2009,1066: The Battle for Middle Earth,False,"['war', 'history', 'action']",['hardypictures'],['english'],1066: The Battle for Middle Earth False war history action hardypictures  english
10_000+bc+2008,"10,000 BC",False,"['adventure', 'action', 'drama', 'fantasy']","['centropolisentertainment', 'legendarypictures', 'warnerbros.', 'moonlightingfilms', 'thedepartmentoftradeandindustryofsouthafrica']",['english'],"10,000 BC False adventure action drama fantasy centropolisentertainment legendarypictures warnerbros. moonlightingfilms thedepartmentoftradeandindustryofsouthafrica  english"
10th++wolf+2006,10th & Wolf,False,"['action', 'crime', 'drama', 'mystery', 'thriller']",['thinkfilm'],['english'],10th & Wolf False action crime drama mystery thriller thinkfilm  english
11+harrowhouse+1974,11 Harrowhouse,False,"['drama', 'action', 'comedy', 'crime']","['twentiethcenturyfoxfilmcorporation', 'elliottkastnerproductions']",['english'],11 Harrowhouse False drama action comedy crime twentiethcenturyfoxfilmcorporation elliottkastnerproductions  english
11.6+2013,11.6,False,"['thriller', 'drama']",['wildbunchdistribution'],['français'],11.6 False thriller drama wildbunchdistribution  français
110901+-+september+11+2002,11'09''01 - September 11,False,['drama'],['galatéefilms'],"['العربية', 'english', 'français', 'עִבְרִית', 'हिन्दी', '日本語', 'فارسی', 'español']",11'09''01 - September 11 False drama galatéefilms  العربية english français עִבְרִית हिन्दी 日本語 فارسی español
1114+2003,11:14,False,"['crime', 'drama', 'thriller']","['firmfilms', 'media8entertainment', 'mdpworldwide']",['english'],11:14 False crime drama thriller firmfilms media8entertainment mdpworldwide  english
12+2007,12,False,"['crime', 'drama']","['mosfilm', 'venezia64']","['', 'český', 'pусский']",12 False crime drama mosfilm venezia64   český pусский
12+angry+men+1957,12 Angry Men,False,['drama'],"['unitedartists', 'orion-novaproductions']",['english'],12 Angry Men False drama unitedartists orion-novaproductions  english
12+angry+men+1997,12 Angry Men,False,"['crime', 'drama']",['mgmtelevision'],"['english', 'magyar', 'pусский']",12 Angry Men False crime drama mgmtelevision  english magyar pусский
12+dates+of+christmas+2011,12 Dates of Christmas,False,"['tvmovie', 'fantasy', 'comedy', 'romance', 'family']",[],['english'],12 Dates of Christmas False tvmovie fantasy comedy romance family   english
12+days+of+terror+2005,12 Days of Terror,False,"['drama', 'horror']","['foxtelevisionstudios', 'discoverychannel']",['english'],12 Days of Terror False drama horror foxtelevisionstudios discoverychannel  english
12+rounds+2009,12 Rounds,False,"['action', 'adventure', 'drama', 'thriller']","['themarkgordoncompany', 'foxatomic', '20thcenturyfoxhomeentertainment', 'wwestudios', 'midnightsunpictures']","['český', 'english']",12 Rounds False action adventure drama thriller themarkgordoncompany foxatomic 20thcenturyfoxhomeentertainment wwestudios midnightsunpictures  český english
12+years+a+slave+2013,12 Years a Slave,False,"['drama', 'history']","['planbentertainment', 'regencyenterprises', 'riverroadentertainment', 'film4', 'newregencypictures']",['english'],12 Years a Slave False drama history planbentertainment regencyenterprises riverroadentertainment film4 newregencypictures  english
1201+1993,12:01,False,"['sciencefiction', 'thriller']","['chanticleerfilms', 'foxwestpictures', 'newlinetelevision']",['english'],12:01 False sciencefiction thriller chanticleerfilms foxwestpictures newlinetelevision  english
1208+east+of+bucharest+2006,12:08 East of Bucharest,False,"['comedy', 'drama']",['42kmfilm'],['română'],12:08 East of Bucharest False comedy drama 42kmfilm  română
127+hours+2010,127 Hours,False,"['adventure', 'drama', 'thriller']","['foxsearchlightpictures', 'warnerbros.', 'cloudeightfilms', 'pathé', 'film4', 'everestentertainment', 'handmadefilms']",['english'],127 Hours False adventure drama thriller foxsearchlightpictures warnerbros. cloudeightfilms pathé film4 everestentertainment handmadefilms  english
12th++delaware+2010,12th & Delaware,False,['documentary'],[],[],12th & Delaware False documentary   
13+2010,13,False,"['drama', 'thriller']","['taxcreditfinance', 'oceanamediafinance', 'anchorbayfilms', 'barbarianfilms', 'overnightfilms', 'cinedigm', 'magnetmediaproductions', 'magnetmediagroup', 'reddragonproductions', 'morabitopicturecompany', 'number13']",['english'],13 False drama thriller taxcreditfinance oceanamediafinance anchorbayfilms barbarianfilms overnightfilms cinedigm magnetmediaproductions magnetmediagroup reddragonproductions morabitopicturecompany number13  english
13+assassins+2010,13 Assassins,False,"['adventure', 'drama', 'action']","['tohocompany', 'sedicinternational']",['日本語'],13 Assassins False adventure drama action tohocompany sedicinternational  日本語
13+ghosts+1960,13 Ghosts,False,['horror'],['williamcastleproductions'],['english'],13 Ghosts False horror williamcastleproductions  english
13+going+on+30+2004,13 Going on 30,False,"['comedy', 'fantasy', 'romance']","['columbiapictures', 'revolutionstudios', 'thirteenproductions']","['english', 'français', 'português']",13 Going on 30 False comedy fantasy romance columbiapictures revolutionstudios thirteenproductions  english français português
13+rue+madeleine+1947,13 Rue Madeleine,False,"['thriller', 'war']",['twentiethcenturyfoxfilmcorporation'],"['english', 'français', 'español']",13 Rue Madeleine False thriller war twentiethcenturyfoxfilmcorporation  english français español
13+tzameti+2005,13 Tzameti,False,"['action', 'thriller']","['weltecho', 'solimaneproductions']","['français', 'ქართული', 'deutsch']",13 Tzameti False action thriller weltecho solimaneproductions  français ქართული deutsch
13b+fear+has+a+new+address+2009,13B: Fear Has a New Address,False,"['drama', 'mystery', 'horror', 'thriller']",['reliancebigpictures'],['हिन्दी'],13B: Fear Has a New Address False drama mystery horror thriller reliancebigpictures  हिन्दी
13hrs+2010,13Hrs,False,"['horror', 'action']",['eyelineproductions'],['english'],13Hrs False horror action eyelineproductions  english
1408+2007,1408,False,"['horror', 'thriller']","['theweinsteincompany', 'dibonaventurapictures', 'dimensionfilms']",['english'],1408 False horror thriller theweinsteincompany dibonaventurapictures dimensionfilms  english
1492+conquest+of+paradise+1992,1492: Conquest of Paradise,False,"['action', 'adventure', 'drama', 'history']","['paramountpictures', 'gaumont', 'france3cinéma', 'abcpictures', 'légendeentreprises', 'duewest', 'cyrkfilms', 'ministèredelaculture', 'spanishministryofculture']",['english'],1492: Conquest of Paradise False action adventure drama history paramountpictures gaumont france3cinéma abcpictures légendeentreprises duewest cyrkfilms ministèredelaculture spanishministryofculture  english
15+minutes+2001,15 Minutes,False,"['action', 'crime', 'thriller']","['newlinecinema', 'industryentertainment', 'tribecaproductions', 'newredemptionpictures']","['český', 'english', 'ελληνικά', 'pусский']",15 Minutes False action crime thriller newlinecinema industryentertainment tribecaproductions newredemptionpictures  český english ελληνικά pусский
16+acres+2012,16 Acres,False,['documentary'],[],['english'],16 Acres False documentary   english
16+blocks+2006,16 Blocks,False,"['action', 'adventure', 'crime', 'thriller']","[""donners'company"", 'cheyenneenterprises', 'alconentertainment', 'nuimageentertainmentgmbh', 'millenniumfilms', 'emmett/furlafilms', 'equitypicturesmedienfondsgmbh&co.kgiii', '16blockproductions']",['english'],16 Blocks False action adventure crime thriller donners'company cheyenneenterprises alconentertainment nuimageentertainmentgmbh millenniumfilms emmett/furlafilms equitypicturesmedienfondsgmbh&co.kgiii 16blockproductions  english
17+again+2009,17 Again,False,['comedy'],"['newlinecinema', 'offspringentertainment']",['english'],17 Again False comedy newlinecinema offspringentertainment  english
17+girls+2011,17 Girls,False,['drama'],"['archipel35', 'canal+', 'artefrance', 'cinécinéma', 'artefrancecinéma', 'programmemediadelacommunautéeuropéenne', 'centrenationaldelacinématographie(cnc)', ""centrenationaldelacinématographieetdel'imageanimée"", 'régionbretagne', 'banquepopulaireimages11', 'cinémage5', 'uniétoile8', 'soficacofinova']",['français'],17 Girls False drama archipel35 canal+ artefrance cinécinéma artefrancecinéma programmemediadelacommunautéeuropéenne centrenationaldelacinématographie(cnc) centrenationaldelacinématographieetdel'imageanimée régionbretagne banquepopulaireimages11 cinémage5 uniétoile8 soficacofinova  français
1776+1972,1776,False,"['drama', 'comedy', 'history', 'music']",['columbiapicturescorporation'],['english'],1776 False drama comedy history music columbiapicturescorporation  english
18+again+1988,18 Again!,False,"['fantasy', 'comedy']","['anchorbay', 'newworldpicturesltd.', 'newworldentertainmentfilms']",['english'],18 Again! False fantasy comedy anchorbay newworldpicturesltd. newworldentertainmentfilms  english
1900+1976,1900,False,"['drama', 'history', 'romance']","['paramountpictures', 'unitedartists', 'lesproductionsartistesassociés', 'artemisfilm', 'produzionieuropeeassociati(pea)']",['italiano'],1900 False drama history romance paramountpictures unitedartists lesproductionsartistesassociés artemisfilm produzionieuropeeassociati(pea)  italiano
1941+1979,1941,False,"['action', 'comedy']","['columbiapictures', 'universalpictures', 'a-team']","['english', 'deutsch', '日本語']",1941 False action comedy columbiapictures universalpictures a-team  english deutsch 日本語
1969+1988,1969,False,"['drama', 'war']","['atlanticentertainmentgroup', 'atlanticproductions']",['english'],1969 False drama war atlanticentertainmentgroup atlanticproductions  english
1984+1956,1984,False,"['drama', 'sciencefiction']","['columbiapicturescorporation', 'holidayfilmproductionsltd.']",['english'],1984 False drama sciencefiction columbiapicturescorporation holidayfilmproductionsltd.  english
2+days+in+new+york+2012,2 Days in New York,False,['comedy'],"['senatorfilmproduktion', 'tempêtesousuncrâneproductions', 'focusfilms']","['english', 'français', 'italiano']",2 Days in New York False comedy senatorfilmproduktion tempêtesousuncrâneproductions focusfilms  english français italiano
2+days+in+paris+2007,2 Days in Paris,False,"['comedy', 'romance']","['3lfilmproduktiongmbh', 'polarisfilmproductions&finance', 'tempêtesousuncrâneproductions', 'focusfilms']","['english', 'français', 'deutsch']",2 Days in Paris False comedy romance 3lfilmproduktiongmbh polarisfilmproductions&finance tempêtesousuncrâneproductions focusfilms  english français deutsch
2+days+in+the+valley+1996,2 Days in the Valley,False,"['comedy', 'crime']","['metro-goldwyn-mayer(mgm)', 'rysherentertainment', 'redemptionproductions']","['english', 'tiếngviệt']",2 Days in the Valley False comedy crime metro-goldwyn-mayer(mgm) rysherentertainment redemptionproductions  english tiếngviệt
2+fast+2+furious+2003,2 Fast 2 Furious,False,"['action', 'crime', 'thriller']","['mikonaproductionsgmbh&co.kg', 'universalpictures', 'originalfilm', 'ardustryentertainment']","['english', 'español']",2 Fast 2 Furious False action crime thriller mikonaproductionsgmbh&co.kg universalpictures originalfilm ardustryentertainment  english español
2+guns+2013,2 Guns,False,"['action', 'comedy', 'crime']","['universalstudios', 'marcplattproductions', 'emmett/furlafilms', 'envisionentertainmentcorporation']","['español', 'english']",2 Guns False action comedy crime universalstudios marcplattproductions emmett/furlafilms envisionentertainmentcorporation  español english
2+or+3+things+i+know+about+her+1967,2 or 3 Things I Know About Her,False,"['comedy', 'drama']","['lesfilmsducarrosse', 'argosfilms', 'anouchkafilms', 'parcfilm']",['français'],2 or 3 Things I Know About Her False comedy drama lesfilmsducarrosse argosfilms anouchkafilms parcfilm  français
20+dates+1998,20 Dates,False,"['romance', 'comedy']","['foxsearchlightpictures', 'twentiethcenturyfoxfilmcorporation', 'phoenicianfilms']",['english'],20 Dates False romance comedy foxsearchlightpictures twentiethcenturyfoxfilmcorporation phoenicianfilms  english
20+feet+from+stardom+2013,20 Feet from Stardom,False,"['documentary', 'music']",['tremoloproductions'],['english'],20 Feet from Stardom False documentary music tremoloproductions  english
20+million+miles+to+earth+1957,20 Million Miles to Earth,False,['sciencefiction'],"['columbiapicturescorporation', 'morningsideproductions']",['english'],20 Million Miles to Earth False sciencefiction columbiapicturescorporation morningsideproductions  english
200+cigarettes+1999,200 Cigarettes,False,"['comedy', 'drama', 'romance']",['paramountpictures'],['english'],200 Cigarettes False comedy drama romance paramountpictures  english
2001+a+space+odyssey+1968,2001: A Space Odyssey,False,"['sciencefiction', 'mystery', 'adventure']","['stanleykubrickproductions', 'metro-goldwyn-mayer(mgm)']","['english', 'pусский']",2001: A Space Odyssey False sciencefiction mystery adventure stanleykubrickproductions metro-goldwyn-mayer(mgm)  english pусский
2001+maniacs+2005,2001 Maniacs,False,"['comedy', 'horror']","['rawnerve', 'velvetsteamrollerentertainment', 'bloodworks']",['english'],2001 Maniacs False comedy horror rawnerve velvetsteamrollerentertainment bloodworks  english
2009+lost+memories+2002,2009: Lost Memories,False,"['action', 'drama', 'foreign', 'sciencefiction', 'thriller']",['indecomcinema'],"['日本語', '한국어/조선말']",2009: Lost Memories False action drama foreign sciencefiction thriller indecomcinema  日本語 한국어/조선말
2010+1984,2010,False,"['thriller', 'sciencefiction']",['metro-goldwyn-mayer(mgm)'],"['english', 'pусский']",2010 False thriller sciencefiction metro-goldwyn-mayer(mgm)  english pусский
2010+moby+dick+2010,2010: Moby Dick,False,"['action', 'adventure', 'drama', 'horror', 'sciencefiction', 'thriller']","['asylum,the']",['english'],"2010: Moby Dick False action adventure drama horror sciencefiction thriller asylum,the  english"
2012+2009,2012,False,"['action', 'adventure', 'sciencefiction']","['columbiapictures', 'centropolisentertainment', 'themarkgordoncompany', 'farewellproductions']","['english', 'français', 'हिन्दी', 'italiano', 'latin', '普通话', 'português', 'pусский', '']",2012 False action adventure sciencefiction columbiapictures centropolisentertainment themarkgordoncompany farewellproductions  english français हिन्दी italiano latin 普通话 português pусский 
2012+supernova+2009,2012: Supernova,False,"['action', 'adventure', 'sciencefiction', 'thriller']","['asylum,the']","['český', 'english', 'deutsch']","2012: Supernova False action adventure sciencefiction thriller asylum,the  český english deutsch"
2016+obamas+america+2012,2016: Obama's America,False,['documentary'],[],['english'],2016: Obama's America False documentary   english
2046+2004,2046,False,"['fantasy', 'drama', 'sciencefiction', 'romance']","['paradisfilms', 'orlyfilms', 'shanghaifilmgroupcorporation', 'jettonefilms']","['广州话/廣州話', '日本語', '普通话']",2046 False fantasy drama sciencefiction romance paradisfilms orlyfilms shanghaifilmgroupcorporation jettonefilms  广州话/廣州話 日本語 普通话
20_000+days+on+earth+2014,"20,000 Days on Earth",False,"['documentary', 'drama', 'music']","['britishfilminstitute(bfi)', 'film4', 'cornichepictures']",['english'],"20,000 Days on Earth False documentary drama music britishfilminstitute(bfi) film4 cornichepictures  english"
20_000+leagues+under+the+sea+1916,"20,000 Leagues Under the Sea",False,"['adventure', 'drama', 'action', 'sciencefiction']",['theuniversalfilmmfg.co.'],['english'],"20,000 Leagues Under the Sea False adventure drama action sciencefiction theuniversalfilmmfg.co.  english"
20_000+leagues+under+the+sea+1954,"20,000 Leagues Under the Sea",False,"['adventure', 'drama', 'sciencefiction']",['waltdisneyproductions'],['english'],"20,000 Leagues Under the Sea False adventure drama sciencefiction waltdisneyproductions  english"
21++over+2013,21 & Over,False,['comedy'],"['relativitymedia', 'virginproduced', 'mandevillefilms', 'skylandentertainment']",['english'],21 & Over False comedy relativitymedia virginproduced mandevillefilms skylandentertainment  english
21+2008,21,False,"['drama', 'crime']","['columbiapictures', 'relativitymedia']",['english'],21 False drama crime columbiapictures relativitymedia  english
21+grams+2003,21 Grams,False,"['drama', 'crime', 'thriller']","['thisisthatproductions', 'yproductions', 'medianaproductionsfilmgesellschaft']",['english'],21 Grams False drama crime thriller thisisthatproductions yproductions medianaproductionsfilmgesellschaft  english
21+jump+street+2012,21 Jump Street,False,"['action', 'comedy', 'crime']","['columbiapictures', 'originalfilm', 'stephenj.cannellproductions', 'relativitymedia', 'metro-goldwyn-mayer(mgm)']",['english'],21 Jump Street False action comedy crime columbiapictures originalfilm stephenj.cannellproductions relativitymedia metro-goldwyn-mayer(mgm)  english
21+up+1977,21 Up,False,"['documentary', 'foreign']",[],['english'],21 Up False documentary foreign   english
21+ways+to+ruin+a+marriage+2013,21 Ways to Ruin a Marriage,False,['comedy'],['dionysosfilmsoy'],['suomi'],21 Ways to Ruin a Marriage False comedy dionysosfilmsoy  suomi
213+2009,2:13,False,"['horror', 'thriller', 'mystery']","['anthempictures', ""it'sanusthingproductionsinc.""]",['english'],2:13 False horror thriller mystery anthempictures it'sanusthingproductionsinc.  english
22+bullets+2010,22 Bullets,False,"['action', 'crime', 'thriller']","['tf1filmsproduction', 'europacorp']","['english', 'français']",22 Bullets False action crime thriller tf1filmsproduction europacorp  english français
22+jump+street+2014,22 Jump Street,False,"['crime', 'comedy', 'action']","['columbiapictures', 'originalfilm', 'mediarightscapital', 'metro-goldwyn-mayer(mgm)', 'cannellstudios', 'lstarcapital', '33andoutproductions', 'jhfproductions']",['english'],22 Jump Street False crime comedy action columbiapictures originalfilm mediarightscapital metro-goldwyn-mayer(mgm) cannellstudios lstarcapital 33andoutproductions jhfproductions  english
23+1998,23,False,"['drama', 'thriller']",['claussen+wöbkefilmproduktiongmbh'],"['pусский', 'deutsch', 'english']",23 False drama thriller claussen+wöbkefilmproduktiongmbh  pусский deutsch english
237+2006,2:37,False,['drama'],"['kojopictures', 'm2entertainment']",['english'],2:37 False drama kojopictures m2entertainment  english
24+7+twenty+four+seven+1997,24 7: Twenty Four Seven,False,"['comedy', 'drama', 'romance']",['scalafilms'],['english'],24 7: Twenty Four Seven False comedy drama romance scalafilms  english
24+hour+party+people+2002,24 Hour Party People,False,"['comedy', 'drama']","['unitedartists', 'revolutionfilms', 'thefilmconsortium', 'babycowproductions', 'ukfilmcouncil', 'pathé', 'film4']",['english'],24 Hour Party People False comedy drama unitedartists revolutionfilms thefilmconsortium babycowproductions ukfilmcouncil pathé film4  english
24+redemption+2008,24: Redemption,False,"['action', 'adventure', 'crime']","['imaginetelevision', 'teakwoodlaneproductions', 'realtimeproductions']",['english'],24: Redemption False action adventure crime imaginetelevision teakwoodlaneproductions realtimeproductions  english
25th+hour+2002,25th Hour,False,"['crime', 'drama']","['40acres&amulefilmworks', 'touchstonepictures']",['english'],25th Hour False crime drama 40acres&amulefilmworks touchstonepictures  english
27+dresses+2008,27 Dresses,False,"['comedy', 'romance']","['spyglassentertainment', 'fox2000pictures', 'duneentertainmentiii']",['english'],27 Dresses False comedy romance spyglassentertainment fox2000pictures duneentertainmentiii  english
28+days+2000,28 Days,False,"['comedy', 'drama']",['columbiapictures'],['english'],28 Days False comedy drama columbiapictures  english
28+days+later+2002,28 Days Later,False,"['horror', 'thriller', 'sciencefiction']","['dnafilms', 'britishfilmcouncil']","['español', 'english']",28 Days Later False horror thriller sciencefiction dnafilms britishfilmcouncil  español english
28+up+1984,28 Up,False,"['documentary', 'foreign']",[],['english'],28 Up False documentary foreign   english
28+weeks+later+2007,28 Weeks Later,False,"['horror', 'thriller', 'sciencefiction']","['dnafilms', 'figmentfilms', 'sociedadgeneraldecines.a.', 'ukfilmcouncil', 'foxatomic', 'koanfilms']",['english'],28 Weeks Later False horror thriller sciencefiction dnafilms figmentfilms sociedadgeneraldecines.a. ukfilmcouncil foxatomic koanfilms  english
3+bad+men+1926,3 Bad Men,False,"['romance', 'western']",['foxfilmcorporation'],['english'],3 Bad Men False romance western foxfilmcorporation  english
3+godfathers+1948,3 Godfathers,False,"['action', 'drama', 'western']","['argosypictures', 'metro-goldwyn-mayer(mgm)']","['español', 'english']",3 Godfathers False action drama western argosypictures metro-goldwyn-mayer(mgm)  español english
3+idiots+2009,3 Idiots,False,"['drama', 'comedy', 'romance']",['vidhuvinodchopraproductions'],"['english', 'हिन्दी']",3 Idiots False drama comedy romance vidhuvinodchopraproductions  english हिन्दी
3+ninjas+1992,3 Ninjas,False,"['action', 'adventure', 'comedy', 'family']",['touchstonepictures'],"['english', 'deutsch', 'italiano']",3 Ninjas False action adventure comedy family touchstonepictures  english deutsch italiano
3+ninjas+high+noon+at+mega+mountain+1998,3 Ninjas: High Noon at Mega Mountain,False,"['action', 'comedy', 'family']","['tristarpictures', 'leeds/ben-amiproductions', 'sheenproductions']","['english', 'français', 'deutsch']",3 Ninjas: High Noon at Mega Mountain False action comedy family tristarpictures leeds/ben-amiproductions sheenproductions  english français deutsch
3+ninjas+kick+back+1994,3 Ninjas Kick Back,False,"['adventure', 'action', 'comedy', 'family']","['tristarpictures', 'sheenproductions', 'ben-ami/leedsproductions']","['english', 'français']",3 Ninjas Kick Back False adventure action comedy family tristarpictures sheenproductions ben-ami/leedsproductions  english français
3+ninjas+knuckle+up+1995,3 Ninjas Knuckle Up,False,"['adventure', 'action', 'comedy', 'family']",['tristarpictures'],['english'],3 Ninjas Knuckle Up False adventure action comedy family tristarpictures  english
3+ring+circus+1954,3 Ring Circus,False,['comedy'],['paramountpictures'],['english'],3 Ring Circus False comedy paramountpictures  english
3+strikes+2000,3 Strikes,False,"['action', 'comedy', 'romance']",[],['english'],3 Strikes False action comedy romance   english
3+women+1977,3 Women,False,['drama'],['lionsgatefilms'],['english'],3 Women False drama lionsgatefilms  english
3-iron+2004,3-Iron,False,"['drama', 'romance', 'crime']","['kimki-dukfilm', 'cineclickasia']",['한국어/조선말'],3-Iron False drama romance crime kimki-dukfilm cineclickasia  한국어/조선말
30+days+of+night+2007,30 Days of Night,False,"['horror', 'thriller']","['columbiapictures', 'darkhorseentertainment', 'ghosthousepictures', 'horrorflix']",['english'],30 Days of Night False horror thriller columbiapictures darkhorseentertainment ghosthousepictures horrorflix  english
30+days+of+night+dark+days+2010,30 Days of Night: Dark Days,False,"['horror', 'thriller']",['ghosthousepictures'],['english'],30 Days of Night: Dark Days False horror thriller ghosthousepictures  english
30+minutes+or+less+2011,30 Minutes or Less,False,"['action', 'adventure', 'comedy']",['columbiapictures'],"['english', 'deutsch', 'español']",30 Minutes or Less False action adventure comedy columbiapictures  english deutsch español
30+years+to+life+2003,30 YEARS TO LIFE,False,"['comedy', 'romance', 'drama']",[],[],30 YEARS TO LIFE False comedy romance drama   
300+2006,300,False,"['action', 'adventure', 'war']","['virtualstudios', 'legendarypictures', 'hollywoodgangproductions', 'atmosphereentertainmentmm', 'warnerbros.', 'nimarstudios', 'cruelandunusualfilms']",['english'],300 False action adventure war virtualstudios legendarypictures hollywoodgangproductions atmosphereentertainmentmm warnerbros. nimarstudios cruelandunusualfilms  english
300+rise+of+an+empire+2014,300: Rise of an Empire,False,"['action', 'war']","['legendarypictures', 'hollywoodgangproductions', 'atmosphereentertainmentmm', 'warnerbros.', 'nimarstudios', 'cruelandunusualfilms']",['english'],300: Rise of an Empire False action war legendarypictures hollywoodgangproductions atmosphereentertainmentmm warnerbros. nimarstudios cruelandunusualfilms  english
3000+miles+to+graceland+2001,3000 Miles to Graceland,False,"['action', 'adventure', 'comedy', 'thriller', 'crime']","['franchisepictures', 'warnerbros.', 'morgancreekproductions']",['english'],3000 Miles to Graceland False action adventure comedy thriller crime franchisepictures warnerbros. morgancreekproductions  english
301_+302+1995,"301, 302",False,"['horror', 'mystery', 'thriller']",['parkchul-soofilmsltd.'],['한국어/조선말'],"301, 302 False horror mystery thriller parkchul-soofilmsltd.  한국어/조선말"
3096+days+2013,3096 Days,False,"['crime', 'drama']",['constantinfilmproduktion'],['english'],3096 Days False crime drama constantinfilmproduktion  english
310+to+yuma+1957,3:10 to Yuma,False,"['drama', 'western']",['columbiapicturescorporation'],['english'],3:10 to Yuma False drama western columbiapicturescorporation  english
310+to+yuma+2007,3:10 to Yuma,False,['western'],"['treelinefilms', 'lionsgate', 'relativitymedia', 'yuma']",['english'],3:10 to Yuma False western treelinefilms lionsgate relativitymedia yuma  english
35+up+1991,35 Up,False,"['documentary', 'foreign']",[],['english'],35 Up False documentary foreign   english
36+hours+1964,36 Hours,False,"['drama', 'thriller']","['cherokeeproductions', 'metro-goldwyn-mayer(mgm)', 'perlberg-seatonproductions']",['english'],36 Hours False drama thriller cherokeeproductions metro-goldwyn-mayer(mgm) perlberg-seatonproductions  english
