user_id,age,occupation,gender
103146,19,technician/engineer,M
103148,34,executive/managerial,M
103151,30,executive/managerial,M
103156,29,retired,F
103165,33,college/grad student,M
103189,26,executive/managerial,M
103190,28,college/grad student,M
103191,29,college/grad student,M
103199,27,artist,M
103207,15,sales/marketing,M
103208,77,academic/educator,F
103213,33,technician/engineer,M
103221,33,scientist,M
103224,33,college/grad student,M
103227,29,executive/managerial,M
103230,32,executive/managerial,M
103231,29,technician/engineer,M
103237,34,executive/managerial,M
103238,29,college/grad student,M
103248,27,college/grad student,F
103251,26,homemaker,M
103256,28,other or not specified,M
103259,27,college/grad student,M
103272,30,college/grad student,M
103289,27,college/grad student,M
10329,34,sales/marketing,M
103295,29,scientist,M
103297,83,executive/managerial,M
103300,28,sales/marketing,M
103307,31,college/grad student,M
103326,34,sales/marketing,M
103327,31,executive/managerial,M
103328,29,executive/managerial,M
103333,20,K-12 student,M
103360,30,college/grad student,M
103364,28,college/grad student,M
103372,21,homemaker,F
103373,26,college/grad student,M
103394,34,self-employed,F
103397,30,college/grad student,M
103402,31,K-12 student,M
103409,20,other or not specified,M
10341,29,executive/managerial,M
103410,29,executive/managerial,M
10342,25,executive/managerial,M
103424,28,homemaker,F
103432,32,K-12 student,M
103436,33,college/grad student,M
103450,33,college/grad student,M
103452,18,artist,M
103459,19,artist,M
10346,35,executive/managerial,M
103462,33,college/grad student,M
103471,32,executive/managerial,M
103476,25,executive/managerial,M
103485,31,sales/marketing,F
10350,25,college/grad student,M
103507,34,executive/managerial,M
10352,25,sales/marketing,M
103528,30,sales/marketing,M
103558,32,artist,M
103562,33,executive/managerial,M
103571,18,K-12 student,F
103578,30,sales/marketing,M
103591,29,executive/managerial,M
103596,26,sales/marketing,F
103629,22,sales/marketing,M
103647,30,college/grad student,M
10365,34,sales/marketing,M
103656,30,executive/managerial,M
103661,33,college/grad student,M
103670,31,tradesman/craftsman,M
103675,21,K-12 student,M
103677,30,college/grad student,M
103682,25,college/grad student,M
103683,27,lawyer,M
103687,36,technician/engineer,M
103690,27,self-employed,M
1037,32,other or not specified,M
103701,27,sales/marketing,M
103702,26,artist,M
103709,27,artist,M
10371,30,self-employed,F
10372,32,college/grad student,M
103720,26,executive/managerial,M
103722,34,executive/managerial,M
103736,33,college/grad student,M
103739,29,executive/managerial,M
103746,33,scientist,M
103747,28,scientist,M
103751,30,scientist,M
103755,30,sales/marketing,M
103773,44,executive/managerial,F
103781,29,scientist,M
103785,31,executive/managerial,M
103786,32,scientist,M
103789,25,other or not specified,M
103799,30,self-employed,M
103811,34,executive/managerial,M
103812,29,other or not specified,F
103827,30,scientist,M
10383,30,sales/marketing,M
103847,27,college/grad student,M
103853,28,college/grad student,M
103860,32,college/grad student,M
103875,31,scientist,M
103881,32,sales/marketing,M
103885,32,farmer,M
103891,28,executive/managerial,M
103892,36,sales/marketing,M
103896,30,college/grad student,M
103903,31,executive/managerial,M
103926,23,sales/marketing,M
10393,28,homemaker,F
103930,29,doctor/health care,F
103953,30,executive/managerial,M
103959,31,college/grad student,M
103965,22,scientist,M
103979,26,college/grad student,M
103980,32,artist,F
103996,25,sales/marketing,M
104011,32,tradesman/craftsman,M
10402,27,college/grad student,M
104028,27,college/grad student,M
104034,27,executive/managerial,M
104039,31,college/grad student,M
104045,25,other or not specified,M
104046,30,college/grad student,M
104054,32,self-employed,M
104057,29,other or not specified,M
104074,29,executive/managerial,M
104079,34,college/grad student,M
104080,26,K-12 student,M
10409,32,college/grad student,M
10410,33,college/grad student,M
104106,29,scientist,M
10411,31,college/grad student,F
104128,32,executive/managerial,F
10413,33,executive/managerial,M
104133,37,other or not specified,M
10414,28,retired,F
104148,32,executive/managerial,M
104156,31,scientist,M
104165,30,other or not specified,M
104170,33,college/grad student,M
104179,25,sales/marketing,M
104192,29,sales/marketing,M
104207,26,sales/marketing,M
104211,33,sales/marketing,M
104216,30,self-employed,M
104234,27,executive/managerial,F
10424,31,college/grad student,M
104244,29,executive/managerial,M
104258,27,scientist,M
104266,33,college/grad student,F
10427,31,college/grad student,M
104273,33,doctor/health care,M
104282,26,college/grad student,M
104291,27,college/grad student,M
104301,31,academic/educator,F
104312,32,executive/managerial,M
104319,29,scientist,M
104320,34,academic/educator,F
104321,32,programmer,M
104325,26,executive/managerial,M
104337,28,sales/marketing,M
104341,27,college/grad student,M
104342,33,executive/managerial,M
104345,42,writer,M
104353,29,sales/marketing,M
104354,26,executive/managerial,M
104356,29,sales/marketing,F
104369,26,self-employed,M
104383,30,self-employed,M
104390,22,retired,F
104407,27,homemaker,M
104409,28,executive/managerial,M
104426,31,sales/marketing,M
104439,33,executive/managerial,M
104449,32,scientist,M
104455,29,scientist,M
104456,34,tradesman/craftsman,M
104461,31,sales/marketing,M
104466,27,executive/managerial,M
104473,30,other or not specified,F
10448,27,sales/marketing,M
104480,25,scientist,M
104486,21,sales/marketing,F
104494,32,retired,F
104500,26,self-employed,M
104505,28,college/grad student,M
104509,34,homemaker,M
104519,34,college/grad student,M
104527,36,college/grad student,F
104529,31,self-employed,F
104540,29,executive/managerial,M
104549,27,executive/managerial,M
104550,29,scientist,M
104552,31,artist,F
104564,28,scientist,M
104586,27,college/grad student,F
10459,26,scientist,M
104590,26,K-12 student,F
104597,33,self-employed,M
104609,33,college/grad student,M
104621,40,other or not specified,M
104624,53,other or not specified,F
104633,32,sales/marketing,M
104636,28,college/grad student,F
104639,27,college/grad student,M
104649,28,college/grad student,M
104659,25,clerical/admin,M
10466,33,other or not specified,M
104666,27,college/grad student,F
104667,29,other or not specified,M
104668,34,self-employed,M
104676,29,college/grad student,M
104683,30,artist,M
104685,25,executive/managerial,M
104687,28,self-employed,M
104689,29,college/grad student,M
104691,14,self-employed,M
104700,21,academic/educator,M
104708,26,executive/managerial,M
104713,16,sales/marketing,M
104722,32,college/grad student,M
104740,29,scientist,M
104744,40,executive/managerial,F
104749,26,executive/managerial,M
104752,31,scientist,F
104757,34,programmer,M
104776,33,college/grad student,M
104784,27,K-12 student,M
104789,34,scientist,M
104791,34,other or not specified,M
104796,32,college/grad student,M
104798,32,executive/managerial,M
104799,30,sales/marketing,M
104808,32,other or not specified,M
104812,34,self-employed,M
104818,34,scientist,M
104822,34,college/grad student,M
104825,26,other or not specified,F
104831,30,other or not specified,M
104839,32,college/grad student,M
104842,34,college/grad student,M
104843,27,executive/managerial,M
104846,32,executive/managerial,M
104851,31,executive/managerial,M
104876,34,clerical/admin,M
104882,29,college/grad student,M
104883,28,self-employed,M
104908,26,college/grad student,M
104910,18,K-12 student,M
104912,34,college/grad student,M
104915,34,college/grad student,M
104917,28,executive/managerial,M
104930,27,executive/managerial,M
104935,29,scientist,M
104955,25,executive/managerial,M
10496,33,executive/managerial,M
105003,32,executive/managerial,M
10501,21,K-12 student,M
105021,28,homemaker,M
105031,32,sales/marketing,M
105041,25,scientist,F
10505,27,scientist,M
105062,19,sales/marketing,M
105071,34,homemaker,F
105092,32,self-employed,M
105093,29,executive/managerial,M
105103,30,self-employed,M
105109,34,other or not specified,F
105111,28,academic/educator,F
105115,26,customer service,M
105117,31,customer service,M
105120,28,college/grad student,M
105126,32,sales/marketing,M
105129,26,executive/managerial,F
105155,30,other or not specified,M
105161,42,writer,M
10517,31,sales/marketing,M
105173,31,sales/marketing,M
105181,25,executive/managerial,M
105186,28,college/grad student,M
105190,25,executive/managerial,M
105199,28,executive/managerial,M
105201,26,artist,M
10521,25,scientist,M
105219,24,artist,M
105223,18,K-12 student,M
105227,38,sales/marketing,M
105232,32,executive/managerial,M
10525,31,scientist,M
105250,26,executive/managerial,M
105260,25,executive/managerial,M
105267,29,sales/marketing,M
105269,26,executive/managerial,M
105274,32,self-employed,M
105277,32,scientist,M
105283,25,executive/managerial,M
105288,34,college/grad student,F
105290,31,college/grad student,F
105293,25,college/grad student,M
10530,29,scientist,M
105302,32,college/grad student,M
105303,33,college/grad student,F
105310,32,college/grad student,M
10532,21,scientist,F
105322,26,executive/managerial,M
105336,26,college/grad student,M
105337,27,college/grad student,M
105339,32,executive/managerial,M
105346,29,scientist,M
105350,27,college/grad student,M
105351,30,scientist,M
105353,33,K-12 student,M
105362,21,college/grad student,M
105368,29,college/grad student,F
105369,34,executive/managerial,M
105372,31,executive/managerial,M
105380,33,executive/managerial,M
105415,34,scientist,M
105420,34,scientist,M
105421,31,self-employed,M
105426,28,artist,F
105436,18,sales/marketing,M
105438,27,college/grad student,M
10545,18,K-12 student,M
105451,34,executive/managerial,M
105453,33,executive/managerial,M
105456,26,executive/managerial,M
10546,30,self-employed,M
105462,29,scientist,M
105465,32,college/grad student,F
105467,26,other or not specified,M
105468,31,executive/managerial,M
10547,33,executive/managerial,M
105476,25,executive/managerial,M
105488,33,college/grad student,M
105494,34,college/grad student,M
105508,30,executive/managerial,M
105524,33,sales/marketing,M
10553,33,self-employed,M
105538,26,executive/managerial,M
105543,34,executive/managerial,M
105548,25,college/grad student,M
105552,33,academic/educator,M
105554,34,doctor/health care,M
105555,32,scientist,F
105559,29,executive/managerial,M
10556,34,homemaker,M
105563,32,college/grad student,M
105570,34,scientist,F
105571,33,sales/marketing,M
105572,27,executive/managerial,M
105578,30,scientist,M
105580,53,writer,M
10559,35,college/grad student,M
105591,26,executive/managerial,M
105592,29,college/grad student,M
105598,27,college/grad student,M
105609,34,self-employed,M
105614,31,sales/marketing,M
10562,21,programmer,M
105623,34,sales/marketing,M
105627,18,scientist,M
105637,22,sales/marketing,M
105640,29,sales/marketing,F
105642,25,executive/managerial,M
105644,30,college/grad student,M
105654,31,sales/marketing,M
105660,34,sales/marketing,M
105669,28,scientist,M
105678,27,executive/managerial,M
105681,32,college/grad student,M
105691,29,college/grad student,M
105696,25,executive/managerial,M
105705,23,college/grad student,M
105707,28,scientist,M
105712,21,sales/marketing,M
105713,14,scientist,M
105714,28,college/grad student,M
105726,29,college/grad student,M
105727,33,executive/managerial,M
105736,29,college/grad student,M
10574,32,college/grad student,M
105741,32,other or not specified,M
105750,34,college/grad student,M
105754,26,self-employed,M
10576,29,college/grad student,M
105769,34,other or not specified,M
105771,25,sales/marketing,M
105776,34,executive/managerial,M
105778,30,scientist,M
10578,34,scientist,M
105781,28,college/grad student,M
105783,25,scientist,M
105787,34,sales/marketing,M
105789,27,college/grad student,M
105796,33,college/grad student,M
105797,18,self-employed,M
105803,19,clerical/admin,M
105813,9,K-12 student,F
105816,21,college/grad student,M
105817,32,college/grad student,M
105821,27,college/grad student,M
105823,34,other or not specified,M
105824,29,college/grad student,M
105825,24,programmer,M
105828,31,other or not specified,M
105838,23,sales/marketing,M
105839,28,college/grad student,M
105843,27,artist,M
105853,43,executive/managerial,M
10586,39,college/grad student,M
10587,29,college/grad student,M
105870,30,executive/managerial,M
105871,18,homemaker,F
105881,50,executive/managerial,M
105884,34,scientist,M
105885,26,self-employed,M
105886,27,scientist,M
105890,33,self-employed,M
105905,34,college/grad student,M
105908,34,college/grad student,M
105911,25,other or not specified,M
105917,72,retired,F
105928,33,executive/managerial,M
105936,34,college/grad student,M
105938,19,college/grad student,F
105939,26,homemaker,M
105945,26,scientist,M
105953,33,college/grad student,M
105956,35,executive/managerial,M
105960,29,executive/managerial,M
105961,33,sales/marketing,F
105972,33,college/grad student,M
105978,28,K-12 student,M
106002,28,scientist,M
106007,33,college/grad student,M
106022,30,college/grad student,M
106027,34,academic/educator,F
106039,38,executive/managerial,M
10604,28,scientist,M
106048,18,K-12 student,M
106050,26,college/grad student,M
106053,23,tradesman/craftsman,M
106067,32,sales/marketing,M
106071,33,self-employed,M
10608,34,college/grad student,F
106081,27,sales/marketing,M
106082,26,academic/educator,F
106088,25,academic/educator,F
10612,28,self-employed,M
106140,30,homemaker,F
106141,25,executive/managerial,M
106144,27,college/grad student,M
106151,29,college/grad student,M
106154,34,sales/marketing,M
10617,29,other or not specified,M
106179,64,self-employed,F
106182,27,college/grad student,M
106189,26,college/grad student,M
106190,70,executive/managerial,M
106193,25,sales/marketing,M
106194,33,college/grad student,M
106205,40,retired,F
10621,25,sales/marketing,F
106214,32,self-employed,M
106228,33,college/grad student,M
106230,30,scientist,M
106232,27,executive/managerial,M
106240,26,college/grad student,M
10625,34,executive/managerial,M
106257,28,college/grad student,M
106262,25,self-employed,M
106268,18,sales/marketing,M
106276,30,sales/marketing,M
106281,31,executive/managerial,M
106284,30,executive/managerial,M
106288,29,college/grad student,M
10629,27,executive/managerial,M
106293,30,college/grad student,F
106296,25,executive/managerial,M
106306,29,other or not specified,F
106312,28,sales/marketing,M
106339,33,retired,F
106342,33,college/grad student,M
106356,34,executive/managerial,M
106360,32,college/grad student,F
106370,36,executive/managerial,F
106372,26,college/grad student,M
106376,32,executive/managerial,M
106377,32,college/grad student,M
106378,24,college/grad student,M
106379,25,college/grad student,F
10639,25,executive/managerial,M
106399,41,executive/managerial,M
106400,34,executive/managerial,M
10642,31,sales/marketing,M
106425,30,other or not specified,F
106429,28,scientist,M
106442,32,other or not specified,M
106452,33,executive/managerial,M
106468,28,other or not specified,M
106469,25,college/grad student,M
106477,25,executive/managerial,M
106504,31,executive/managerial,M
106517,32,scientist,M
106529,25,executive/managerial,M
106535,33,executive/managerial,M
106546,34,executive/managerial,M
106548,34,academic/educator,M
106555,27,other or not specified,M
106556,32,scientist,M
106557,34,sales/marketing,M
106568,33,executive/managerial,M
10657,13,K-12 student,F
106571,32,executive/managerial,F
106584,29,college/grad student,M
106587,27,lawyer,M
106588,27,college/grad student,F
106598,80,academic/educator,M
106602,31,college/grad student,M
106619,27,scientist,M
106629,26,artist,F
106654,30,homemaker,M
106676,43,clerical/admin,M
106700,32,college/grad student,M
106703,34,sales/marketing,M
106711,33,college/grad student,M
106734,30,college/grad student,M
106739,71,retired,M
10674,34,college/grad student,M
106752,25,executive/managerial,M
106765,32,college/grad student,F
10678,36,self-employed,M
106785,29,sales/marketing,M
106791,28,executive/managerial,M
106798,31,executive/managerial,M
106802,31,sales/marketing,M
106803,34,college/grad student,M
106812,30,college/grad student,M
106815,27,college/grad student,M
10682,27,self-employed,M
106826,30,executive/managerial,M
106828,27,executive/managerial,M
106835,29,executive/managerial,F
106837,30,college/grad student,M
10685,10,K-12 student,M
106850,31,college/grad student,M
106851,32,college/grad student,M
106852,23,sales/marketing,M
106862,34,other or not specified,M
1069,28,executive/managerial,M
106903,28,college/grad student,M
106907,69,executive/managerial,M
106909,31,self-employed,M
106917,30,sales/marketing,F
106921,30,executive/managerial,M
10693,28,executive/managerial,M
106932,30,other or not specified,M
106935,30,self-employed,F
106940,28,scientist,M
106950,25,college/grad student,M
106952,30,executive/managerial,M
106958,32,self-employed,M
106966,32,K-12 student,M
10697,27,other or not specified,F
106975,26,scientist,M
10700,34,executive/managerial,M
107008,33,sales/marketing,M
107009,34,sales/marketing,M
107018,34,customer service,M
107029,26,scientist,F
107037,27,scientist,M
107039,25,college/grad student,F
107043,29,homemaker,M
107047,26,college/grad student,M
107064,32,tradesman/craftsman,M
107070,34,college/grad student,M
107089,33,technician/engineer,M
107093,34,scientist,M
107099,18,sales/marketing,M
107105,30,executive/managerial,M
107128,28,scientist,M
107129,23,sales/marketing,M
107130,33,sales/marketing,M
107137,48,executive/managerial,M
107145,25,executive/managerial,M
107150,28,sales/marketing,M
107158,28,executive/managerial,M
107161,27,college/grad student,M
107163,29,other or not specified,M
107187,28,scientist,M
107194,26,college/grad student,M
107195,33,other or not specified,F
107199,33,scientist,M
1072,25,executive/managerial,F
107208,27,college/grad student,M
107218,28,executive/managerial,M
10722,27,executive/managerial,M
107221,31,college/grad student,M
107222,27,technician/engineer,M
107223,34,college/grad student,M
107230,33,sales/marketing,F
107231,25,K-12 student,M
107234,25,sales/marketing,M
107249,81,retired,F
107258,58,retired,M
10727,33,homemaker,F
107282,31,other or not specified,M
107286,33,self-employed,M
107287,54,retired,F
107294,25,college/grad student,M
107298,25,academic/educator,F
107303,34,academic/educator,F
107336,30,college/grad student,M
107337,26,academic/educator,M
10735,29,college/grad student,M
107354,25,K-12 student,M
107358,29,college/grad student,M
107359,27,executive/managerial,M
107369,35,college/grad student,M
107373,29,college/grad student,M
107376,26,sales/marketing,M
107377,25,other or not specified,M
107391,34,college/grad student,M
107392,29,college/grad student,M
107395,34,sales/marketing,M
10740,30,other or not specified,M
107402,27,sales/marketing,M
107407,26,college/grad student,M
