id,title,adult,genres,production_companies,spoken_languages,metadata
hunting+and+gathering+2007,Hunting and Gathering,False,"['romance', 'drama']","['tf1filmsproductions', 'pathédistribution']",['français'],Hunting and Gathering False romance drama tf1filmsproductions pathédistribution  français
dimples+1936,Dimples,False,"['drama', 'family']",['twentiethcenturyfoxfilmcorporation'],['english'],Dimples False drama family twentiethcenturyfoxfilmcorporation  english
girls+girls+girls+1962,Girls! Girls! Girls!,False,"['comedy', 'music', 'romance']","['paramountpictures', 'halwallisproductions']","['magyar', 'english', 'français']",Girls! Girls! Girls! False comedy music romance paramountpictures halwallisproductions  magyar english français
fight+club+1999,Fight Club,False,['drama'],"['twentiethcenturyfoxfilmcorporation', 'regencyenterprises', 'fox2000pictures', 'taurusfilm', 'linsonfilms', 'atmanentertainment', 'knickerbockerfilms']",['english'],Fight Club False drama twentiethcenturyfoxfilmcorporation regencyenterprises fox2000pictures taurusfilm linsonfilms atmanentertainment knickerbockerfilms  english
true+crime+1999,True Crime,False,"['crime', 'drama']","['thezanuckcompany', 'malpasoproductions', 'warnerbros.']",['english'],True Crime False crime drama thezanuckcompany malpasoproductions warnerbros.  english
st.+trinians+2007,St. Trinian's,False,"['comedy', 'family', 'sciencefiction']","['ealingstudios', 'fragilefilms', 'entertainmentfilmdistributors']",['english'],St. Trinian's False comedy family sciencefiction ealingstudios fragilefilms entertainmentfilmdistributors  english
woman+on+top+2000,Woman on Top,False,"['comedy', 'drama', 'romance']",['foxsearchlightpictures'],"['português', 'english']",Woman on Top False comedy drama romance foxsearchlightpictures  português english
the+competition+1980,The Competition,False,"['drama', 'romance', 'music']","['columbiapicturescorporation', 'rastarfilms']",['english'],The Competition False drama romance music columbiapicturescorporation rastarfilms  english
the+hustler+1961,The Hustler,False,['drama'],"['twentiethcenturyfoxfilmcorporation', 'rossenfilms']",['english'],The Hustler False drama twentiethcenturyfoxfilmcorporation rossenfilms  english
bats+1999,Bats,False,"['horror', 'thriller']",['destinationfilms'],['english'],Bats False horror thriller destinationfilms  english
men+in+the+city+2+2011,Men in the City 2,False,['comedy'],['wiedemann&bergfilmproduktion'],['deutsch'],Men in the City 2 False comedy wiedemann&bergfilmproduktion  deutsch
the+principal+1987,The Principal,False,"['action', 'adventure', 'crime', 'drama']","['tristarpictures', 'mldelphipremierproductions', 'doricafilm']",['english'],The Principal False action adventure crime drama tristarpictures mldelphipremierproductions doricafilm  english
the+new+guy+2002,The New Guy,False,"['comedy', 'family']","['revolutionstudios', 'frontierpictures', 'bedlampictures']","['english', 'italiano', 'português']",The New Guy False comedy family revolutionstudios frontierpictures bedlampictures  english italiano português
the+hedgehog+2009,The Hedgehog,False,"['comedy', 'drama']","['france2cinéma', 'lesfilmsdestournelles', 'pathé', 'eaglepictures']","['français', '日本語']",The Hedgehog False comedy drama france2cinéma lesfilmsdestournelles pathé eaglepictures  français 日本語
the+magnificent+seven+1960,The Magnificent Seven,False,['western'],"['themirischcorporation', 'alphaproductions']","['english', 'español']",The Magnificent Seven False western themirischcorporation alphaproductions  english español
splinter+2008,Splinter,False,"['horror', 'thriller']",['indionentertainmentgroup'],['english'],Splinter False horror thriller indionentertainmentgroup  english
seeking+justice+2011,Seeking Justice,False,"['action', 'drama', 'thriller']","['endgameentertainment', 'maguireentertainment', 'rambergmanproductions', 'aurafilmpartnership', 'fierceentertainment', 'materialpictures']",['english'],Seeking Justice False action drama thriller endgameentertainment maguireentertainment rambergmanproductions aurafilmpartnership fierceentertainment materialpictures  english
kiss+of+the+dragon+2001,Kiss of the Dragon,False,"['action', 'crime', 'thriller']","['twentiethcenturyfoxfilmcorporation', 'currententertainment', 'immortalentertainment', 'canal+', 'europacorp', 'qualitygrowthinternationalltd.']","['english', 'français', '普通话']",Kiss of the Dragon False action crime thriller twentiethcenturyfoxfilmcorporation currententertainment immortalentertainment canal+ europacorp qualitygrowthinternationalltd.  english français 普通话
the+13th+warrior+1999,The 13th Warrior,False,"['adventure', 'fantasy', 'action']",['touchstonepictures'],"['english', 'norsk']",The 13th Warrior False adventure fantasy action touchstonepictures  english norsk
calle+54+2000,Calle 54,False,"['documentary', 'music', 'foreign']",[],"['español', 'français', 'english']",Calle 54 False documentary music foreign   español français english
12th++delaware+2010,12th & Delaware,False,['documentary'],[],[],12th & Delaware False documentary   
the+pink+panther+1963,The Pink Panther,False,"['comedy', 'crime']","['unitedartists', 'mirischg-eproductions']","['english', 'français', 'italiano']",The Pink Panther False comedy crime unitedartists mirischg-eproductions  english français italiano
the+adventure+of+sherlock+holmes+smarter+brother+1975,The Adventure of Sherlock Holmes' Smarter Brother,False,"['comedy', 'crime', 'mystery']",['twentiethcenturyfoxfilmcorporation'],['english'],The Adventure of Sherlock Holmes' Smarter Brother False comedy crime mystery twentiethcenturyfoxfilmcorporation  english
goldeneye+1995,GoldenEye,False,"['adventure', 'action', 'thriller']","['unitedartists', 'eonproductions']","['english', 'pусский', 'español']",GoldenEye False adventure action thriller unitedartists eonproductions  english pусский español
falling+in+love+1984,Falling in Love,False,"['drama', 'romance']",['paramountpictures'],['english'],Falling in Love False drama romance paramountpictures  english
fire+in+the+sky+1993,Fire in the Sky,False,"['drama', 'horror', 'thriller', 'mystery']",['paramountpictures'],['english'],Fire in the Sky False drama horror thriller mystery paramountpictures  english
joan+of+arc+1999,Joan of Arc,False,"['drama', 'history']",[],['english'],Joan of Arc False drama history   english
adrenalin+fear+the+rush+1996,Adrenalin: Fear the Rush,False,"['action', 'sciencefiction', 'thriller']",['filmwerks'],['english'],Adrenalin: Fear the Rush False action sciencefiction thriller filmwerks  english
an+affair+to+remember+1957,An Affair to Remember,False,"['drama', 'romance']","['twentiethcenturyfoxfilmcorporation', 'jerrywaldproductions']","['english', 'français', 'italiano', 'português']",An Affair to Remember False drama romance twentiethcenturyfoxfilmcorporation jerrywaldproductions  english français italiano português
born+to+win+1971,Born to Win,False,"['comedy', 'crime', 'drama']","['segal-tokofskyproductionsinc.', 'edwardspectorproductionsinc.']",['english'],Born to Win False comedy crime drama segal-tokofskyproductionsinc. edwardspectorproductionsinc.  english
life+1999,Life,False,"['comedy', 'crime']","['imagineentertainment', 'universalpictures']",['english'],Life False comedy crime imagineentertainment universalpictures  english
a+nightmare+on+elm+street+part+2+freddys+revenge+1985,A Nightmare on Elm Street Part 2: Freddy's Revenge,False,['horror'],"['newlinecinema', 'smarteggpictures']",['english'],A Nightmare on Elm Street Part 2: Freddy's Revenge False horror newlinecinema smarteggpictures  english
shadow+magic+2000,Shadow Magic,False,"['drama', 'foreign', 'history']",[],"['english', '普通话']",Shadow Magic False drama foreign history   english 普通话
sullivans+travels+1941,Sullivan's Travels,False,"['adventure', 'comedy', 'drama', 'romance']",['paramountpictures'],['english'],Sullivan's Travels False adventure comedy drama romance paramountpictures  english
10+questions+for+the+dalai+lama+2006,10 Questions for the Dalai Lama,False,['documentary'],[],['english'],10 Questions for the Dalai Lama False documentary   english
when+did+you+last+see+your+father+2007,When Did You Last See Your Father?,False,['drama'],"['intandemfilms', 'film4', 'number9films', 'tigeraspectpictures', 'fatherfeatures', 'audleyfilms', 'comptominvestments']",['english'],When Did You Last See Your Father? False drama intandemfilms film4 number9films tigeraspectpictures fatherfeatures audleyfilms comptominvestments  english
vampire+in+brooklyn+1995,Vampire in Brooklyn,False,"['comedy', 'horror', 'romance']",['paramountpictures'],['english'],Vampire in Brooklyn False comedy horror romance paramountpictures  english
bagdad+cafe+1987,Bagdad Cafe,False,"['comedy', 'drama']",['pro-jectfilmproduktion'],"['deutsch', 'english']",Bagdad Cafe False comedy drama pro-jectfilmproduktion  deutsch english
butterfly+on+a+wheel+2007,Butterfly on a Wheel,False,"['crime', 'drama', 'thriller']","['iconproductions', 'infinityfeaturesentertainment', 'irishdreamtime', 'iconentertainmentinternational', 'canadianfilmorvideoproductiontaxcredit(cptc)', 'provinceofbritishcolumbiafilmincentivebc', 'butterflyproductions', 'chumtelevision']",['english'],Butterfly on a Wheel False crime drama thriller iconproductions infinityfeaturesentertainment irishdreamtime iconentertainmentinternational canadianfilmorvideoproductiontaxcredit(cptc) provinceofbritishcolumbiafilmincentivebc butterflyproductions chumtelevision  english
the+five+venoms+1978,The Five Venoms,False,['action'],['shawbrothers'],['普通话'],The Five Venoms False action shawbrothers  普通话
action+jackson+1988,Action Jackson,False,"['action', 'adventure', 'comedy', 'crime', 'drama']","['silverpictures', 'lorimarmotionpictures']","['english', 'français']",Action Jackson False action adventure comedy crime drama silverpictures lorimarmotionpictures  english français
the+sure+thing+1985,The Sure Thing,False,"['comedy', 'drama', 'romance']","['monumentpictures', 'embassyfilms']","['english', 'magyar']",The Sure Thing False comedy drama romance monumentpictures embassyfilms  english magyar
the+day+2011,The Day,False,"['action', 'drama', 'horror', 'sciencefiction']","['preferredcontent', 'factionm', 'guya.danellaproductions']","['english', 'deutsch']",The Day False action drama horror sciencefiction preferredcontent factionm guya.danellaproductions  english deutsch
spring+breakers+2013,Spring Breakers,False,"['drama', 'crime']","['rabbitbandiniproductions', 'divisionfilms', 'popfilms', 'radarpictures', 'museproductions', 'mjz', ""o'salvation"", 'iconoclast']",['english'],Spring Breakers False drama crime rabbitbandiniproductions divisionfilms popfilms radarpictures museproductions mjz o'salvation iconoclast  english
planet+of+snail+2011,Planet of Snail,False,"['documentary', 'drama']","['nhk', 'creativeeast', 'dalpaengee']",['한국어/조선말'],Planet of Snail False documentary drama nhk creativeeast dalpaengee  한국어/조선말
first+men+in+the+moon+1964,First Men in the Moon,False,"['adventure', 'sciencefiction']","['columbiapictures', 'ameranfilms']",['english'],First Men in the Moon False adventure sciencefiction columbiapictures ameranfilms  english
hoffa+1992,Hoffa,False,"['crime', 'history']","['jerseyfilms', 'twentiethcenturyfoxfilmcorporation']","['english', 'italiano', 'latin']",Hoffa False crime history jerseyfilms twentiethcenturyfoxfilmcorporation  english italiano latin
the+machine+girl+2008,The Machine Girl,False,"['action', 'adventure', 'comedy', 'crime', 'horror', 'thriller']",['feverdreams'],['日本語'],The Machine Girl False action adventure comedy crime horror thriller feverdreams  日本語
crush+2001,Crush,False,"['romance', 'comedy', 'drama']",[],['english'],Crush False romance comedy drama   english
bulletproof+monk+2003,Bulletproof Monk,False,"['action', 'comedy', 'fantasy']",['metro-goldwyn-mayer(mgm)'],"['english', '', 'ਪੰਜਾਬੀ', 'deutsch']",Bulletproof Monk False action comedy fantasy metro-goldwyn-mayer(mgm)  english  ਪੰਜਾਬੀ deutsch
dillinger+1973,Dillinger,False,"['action', 'crime', 'drama']",['americaninternationalpictures(aip)'],"['español', 'english']",Dillinger False action crime drama americaninternationalpictures(aip)  español english
the+fisher+king+1991,The Fisher King,False,"['comedy', 'drama']",['tristarpictures'],['english'],The Fisher King False comedy drama tristarpictures  english
transporter+3+2008,Transporter 3,False,"['action', 'adventure', 'thriller', 'crime']","['europacorp', 'tf1filmsproduction', 'griveproductions', 'europacorp']","['english', 'український', 'français', 'pусский', 'magyar']",Transporter 3 False action adventure thriller crime europacorp tf1filmsproduction griveproductions europacorp  english український français pусский magyar
proof+of+life+2000,Proof of Life,False,"['action', 'adventure', 'drama', 'romance', 'thriller']","['castlerockentertainment', 'warnerbros.']",['english'],Proof of Life False action adventure drama romance thriller castlerockentertainment warnerbros.  english
what+about+bob+1991,What About Bob?,False,['comedy'],"['touchwoodpacificpartners1', 'touchstonepictures']",['english'],What About Bob? False comedy touchwoodpacificpartners1 touchstonepictures  english
wrong+2012,Wrong,False,"['comedy', 'mystery']",['realitism'],['english'],Wrong False comedy mystery realitism  english
hostel+part+iii+2011,Hostel: Part III,False,['horror'],"['rawnerve', 'stage6films', 'rcrmediagroup']","['český', 'english', 'français', 'deutsch', 'magyar', 'polski']",Hostel: Part III False horror rawnerve stage6films rcrmediagroup  český english français deutsch magyar polski
the+lizzie+mcguire+movie+2003,The Lizzie McGuire Movie,False,"['family', 'comedy']","['waltdisneypictures', 'teenlifeproductions']","['italiano', 'english']",The Lizzie McGuire Movie False family comedy waltdisneypictures teenlifeproductions  italiano english
conversations+with+other+women+2006,Conversations with Other Women,False,"['drama', 'romance']","['prophecypicturesltd.', 'gordonstreetpictures']",['english'],Conversations with Other Women False drama romance prophecypicturesltd. gordonstreetpictures  english
held+up+1999,Held Up,False,['comedy'],[],"['english', 'italiano', 'português', 'español']",Held Up False comedy   english italiano português español
pride++prejudice+2005,Pride & Prejudice,False,"['drama', 'romance']","['universalpictures', 'studiocanal', 'scionfilms', 'focusfeatures', 'workingtitlefilms']",['english'],Pride & Prejudice False drama romance universalpictures studiocanal scionfilms focusfeatures workingtitlefilms  english
my+summer+of+love+2004,My Summer of Love,False,"['drama', 'thriller', 'romance']",[],['english'],My Summer of Love False drama thriller romance   english
a+dolls+house+1973,A Doll's House,False,"['comedy', 'drama']","['paramountpictures', 'elkinsproductionsinternationalcorporation', 'freewardfilms', 'lifeinvestorsinternational']",['english'],A Doll's House False comedy drama paramountpictures elkinsproductionsinternationalcorporation freewardfilms lifeinvestorsinternational  english
the+next+karate+kid+1994,The Next Karate Kid,False,['adventure'],['columbiapicturescorporation'],['english'],The Next Karate Kid False adventure columbiapicturescorporation  english
trading+places+1983,Trading Places,False,['comedy'],"['paramountpictures', 'cinemagroupventures']","['english', 'português']",Trading Places False comedy paramountpictures cinemagroupventures  english português
dont+look+now+were+being+shot+at+1966,Don't Look Now: We're Being Shot At,False,"['comedy', 'war']","['therankorganisation', 'lesfilmscorona']","['deutsch', 'français', 'english']",Don't Look Now: We're Being Shot At False comedy war therankorganisation lesfilmscorona  deutsch français english
is+it+fall+yet+2000,Is It Fall Yet?,False,"['animation', 'comedy']",[],['english'],Is It Fall Yet? False animation comedy   english
a+summer+place+1959,A Summer Place,False,"['drama', 'romance']",['warnerbros.'],['english'],A Summer Place False drama romance warnerbros.  english
my+life+1993,My Life,False,"['drama', 'romance']","['columbiapicturescorporation', 'zuckerbrothersproductions', 'capellafilms']",['english'],My Life False drama romance columbiapicturescorporation zuckerbrothersproductions capellafilms  english
easy+virtue+2008,Easy Virtue,False,"['comedy', 'romance']","['bbcfilms', 'endgameentertainment', 'ealingstudios', 'fragilefilms', 'odysseyentertainment', 'prescience', 'joeabramsproductions']",['english'],Easy Virtue False comedy romance bbcfilms endgameentertainment ealingstudios fragilefilms odysseyentertainment prescience joeabramsproductions  english
the+heiress+1949,The Heiress,False,"['drama', 'romance']",['paramountpictures'],"['english', 'français']",The Heiress False drama romance paramountpictures  english français
the+wolverine+2013,The Wolverine,False,"['action', 'sciencefiction', 'adventure', 'fantasy']","['twentiethcenturyfoxfilmcorporation', ""donners'company"", 'marvelentertainment', 'badhatharryproductions', 'bigscreenproductions', 'tsgentertainment']",['english'],The Wolverine False action sciencefiction adventure fantasy twentiethcenturyfoxfilmcorporation donners'company marvelentertainment badhatharryproductions bigscreenproductions tsgentertainment  english
snowpiercer+2013,Snowpiercer,False,"['action', 'sciencefiction', 'drama']","['cjentertainment', 'opuspictures', 'stillkingfilms', 'snowpiercer', 'mohofilm']","['english', 'français', '日本語', '한국어/조선말']",Snowpiercer False action sciencefiction drama cjentertainment opuspictures stillkingfilms snowpiercer mohofilm  english français 日本語 한국어/조선말
cell+211+2009,Cell 211,False,"['action', 'thriller', 'drama']","['telecincocinema', 'canal+', 'vacafilms', 'lafabrique2', 'morenafilms', 'soficasoficinéma4']","['english', 'español', 'euskera']",Cell 211 False action thriller drama telecincocinema canal+ vacafilms lafabrique2 morenafilms soficasoficinéma4  english español euskera
star+wars+the+clone+wars+2008,Star Wars: The Clone Wars,False,"['thriller', 'animation', 'action', 'sciencefiction', 'adventure', 'fantasy']",['lucasfilm'],['english'],Star Wars: The Clone Wars False thriller animation action sciencefiction adventure fantasy lucasfilm  english
caligula+1979,Caligula,False,"['drama', 'history', 'romance']","['penthousefilmsinternational', 'felixcinematorgrafica']","['english', 'italiano']",Caligula False drama history romance penthousefilmsinternational felixcinematorgrafica  english italiano
meet+joe+black+1998,Meet Joe Black,False,"['fantasy', 'drama', 'mystery']","['universalpictures', 'citylightfilms']",['english'],Meet Joe Black False fantasy drama mystery universalpictures citylightfilms  english
the+philadelphia+story+1940,The Philadelphia Story,False,"['comedy', 'romance']",['metro-goldwyn-mayer(mgm)'],['english'],The Philadelphia Story False comedy romance metro-goldwyn-mayer(mgm)  english
algiers+1938,Algiers,False,"['drama', 'action', 'mystery', 'romance']","['unitedartists', 'walterwagnerproductions']","['english', 'español']",Algiers False drama action mystery romance unitedartists walterwagnerproductions  english español
caught+1996,Caught,False,"['action', 'drama', 'thriller']","['cinehaus', 'circlefilms', 'duart']",['english'],Caught False action drama thriller cinehaus circlefilms duart  english
sugar+2009,Sugar,False,['drama'],"['sonypicturesclassics', 'serie23productions']","['english', 'español']",Sugar False drama sonypicturesclassics serie23productions  english español
mr.+majestyk+1974,Mr. Majestyk,False,"['action', 'adventure', 'crime', 'thriller']","['mirischcorporation,the']",['english'],"Mr. Majestyk False action adventure crime thriller mirischcorporation,the  english"
the+cabin+in+the+woods+2012,The Cabin in the Woods,False,"['horror', 'thriller']","['lionsgate', 'mutantenemyproductions']","['english', '日本語']",The Cabin in the Woods False horror thriller lionsgate mutantenemyproductions  english 日本語
turner++hooch+1989,Turner & Hooch,False,"['action', 'comedy', 'thriller', 'crime', 'family']","['silverscreenpartnersiii', 'touchstonepictures']",['english'],Turner & Hooch False action comedy thriller crime family silverscreenpartnersiii touchstonepictures  english
come+see+the+paradise+1990,Come See the Paradise,False,"['drama', 'romance', 'history']",['twentiethcenturyfoxfilmcorporation'],"['english', 'français']",Come See the Paradise False drama romance history twentiethcenturyfoxfilmcorporation  english français
hero+1992,Hero,False,"['drama', 'comedy', 'thriller', 'mystery']",['columbiapictures'],['english'],Hero False drama comedy thriller mystery columbiapictures  english
marmaduke+2010,Marmaduke,False,"['family', 'comedy']",['twentiethcenturyfoxfilmcorporation'],['english'],Marmaduke False family comedy twentiethcenturyfoxfilmcorporation  english
macao+1952,Macao,False,"['adventure', 'drama', 'romance']",['rkoradiopictures'],"['日本語', '广州话/廣州話', 'english']",Macao False adventure drama romance rkoradiopictures  日本語 广州话/廣州話 english
force+of+evil+1948,Force of Evil,False,"['drama', 'action', 'crime']","['enterpriseproductions', 'robertspicturesinc.']","['english', 'français']",Force of Evil False drama action crime enterpriseproductions robertspicturesinc.  english français
september+dawn+2007,September Dawn,False,"['drama', 'action', 'history', 'western', 'romance']","['septemberdawn', 'voicepictures', 'blackdiamondpictures']",['english'],September Dawn False drama action history western romance septemberdawn voicepictures blackdiamondpictures  english
high+plains+drifter+1973,High Plains Drifter,False,['western'],"['universalpictures', 'malpasoproductions']",['english'],High Plains Drifter False western universalpictures malpasoproductions  english
katie+tippel+1975,Katie Tippel,False,"['romance', 'drama']",['robhouwerproductions'],['nederlands'],Katie Tippel False romance drama robhouwerproductions  nederlands
the+alphabet+killer+2008,The Alphabet Killer,False,"['crime', 'mystery', 'thriller']","['intrinsicvaluefilms', 'newfilmsinternational', 'wideyecreativefilms']",['english'],The Alphabet Killer False crime mystery thriller intrinsicvaluefilms newfilmsinternational wideyecreativefilms  english
diary+of+a+chambermaid+1964,Diary of a Chambermaid,False,"['crime', 'drama']","['filmsonor', 'spévafilms', 'ciné-alliance']",['français'],Diary of a Chambermaid False crime drama filmsonor spévafilms ciné-alliance  français
swimming+with+sharks+1994,Swimming with Sharks,False,"['crime', 'comedy']","['cineville', 'trimarkpictures']",['english'],Swimming with Sharks False crime comedy cineville trimarkpictures  english
the+girl+from+paris+2001,The Girl from Paris,False,"['drama', 'comedy']","['procirep', 'studiocanal', 'marsfilms', 'rhône-alpescinéma', 'nord-ouestproductions', 'cofimage12', 'canal+', 'm.s.productions', 'artémisproductions', 'centreeuropéencinématographiquerhône-alpes']",['français'],The Girl from Paris False drama comedy procirep studiocanal marsfilms rhône-alpescinéma nord-ouestproductions cofimage12 canal+ m.s.productions artémisproductions centreeuropéencinématographiquerhône-alpes  français
cry-baby+1990,Cry-Baby,False,"['comedy', 'music']","['imagineentertainment', 'universalpictures']",['english'],Cry-Baby False comedy music imagineentertainment universalpictures  english
punchline+1988,Punchline,False,"['comedy', 'drama']",['columbiapictures'],['english'],Punchline False comedy drama columbiapictures  english
the+u.s.+vs.+john+lennon+2006,The U.S. vs. John Lennon,False,['documentary'],['authorizedpictures'],['english'],The U.S. vs. John Lennon False documentary authorizedpictures  english
interstella+5555+the+5tory+of+the+5ecret+5tar+5ystem+2003,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,False,"['sciencefiction', 'music', 'animation']","['daftlifeltd.co.', 'toeianimation']",['english'],Interstella 5555: The 5tory of the 5ecret 5tar 5ystem False sciencefiction music animation daftlifeltd.co. toeianimation  english
raiders+of+the+lost+ark+-+the+adaptation+1989,Raiders of the Lost Ark - The Adaptation,False,"['action', 'adventure']",[],['english'],Raiders of the Lost Ark - The Adaptation False action adventure   english
anchors+aweigh+1945,Anchors Aweigh,False,"['comedy', 'fantasy', 'music', 'romance']",['metro-goldwyn-mayer(mgm)'],"['english', 'español']",Anchors Aweigh False comedy fantasy music romance metro-goldwyn-mayer(mgm)  english español
calendar+girl+1993,Calendar Girl,False,"['drama', 'comedy']","['columbiapictures', 'parkwayproductions']",['english'],Calendar Girl False drama comedy columbiapictures parkwayproductions  english
mean+creek+2004,Mean Creek,False,"['crime', 'drama']",['whitewaterfilms'],['english'],Mean Creek False crime drama whitewaterfilms  english
the+haunted+palace+1963,The Haunted Palace,False,['horror'],"['altavistaproductions', 'americaninternationalpictures(aip)']",['english'],The Haunted Palace False horror altavistaproductions americaninternationalpictures(aip)  english
ms+.45+1981,Ms .45,False,"['crime', 'drama', 'horror', 'thriller']",['navaronfilms'],['english'],Ms .45 False crime drama horror thriller navaronfilms  english
man+of+steel+2013,Man of Steel,False,"['action', 'adventure', 'fantasy', 'sciencefiction']","['legendarypictures', 'warnerbros.', 'dcentertainment', 'syncopy', 'cruelandunusualfilms']",['english'],Man of Steel False action adventure fantasy sciencefiction legendarypictures warnerbros. dcentertainment syncopy cruelandunusualfilms  english
the+glass+bottom+boat+1966,The Glass Bottom Boat,False,"['comedy', 'romance']","['arwinproductions', 'euterpe', 'reameproductions']",['english'],The Glass Bottom Boat False comedy romance arwinproductions euterpe reameproductions  english
article+99+1992,Article 99,False,"['comedy', 'drama']",['orionpictures'],['english'],Article 99 False comedy drama orionpictures  english
1776+1972,1776,False,"['drama', 'comedy', 'history', 'music']",['columbiapicturescorporation'],['english'],1776 False drama comedy history music columbiapicturescorporation  english
berlin+alexanderplatz+1980,Berlin Alexanderplatz,False,['drama'],"['bavariafilm', 'westdeutscherrundfunk(wdr)', 'rairadiotelevisioneitaliana']",['deutsch'],Berlin Alexanderplatz False drama bavariafilm westdeutscherrundfunk(wdr) rairadiotelevisioneitaliana  deutsch
prison+break+the+final+break+2009,Prison Break: The Final Break,False,"['action', 'drama', 'thriller']","['sffilm', '20thcenturyfoxtelevision']",['english'],Prison Break: The Final Break False action drama thriller sffilm 20thcenturyfoxtelevision  english
futurama+into+the+wild+green+yonder+2009,Futurama: Into the Wild Green Yonder,False,"['animation', 'comedy']","['20thcenturyfoxtelevision', 'thecuriositycompany']",['english'],Futurama: Into the Wild Green Yonder False animation comedy 20thcenturyfoxtelevision thecuriositycompany  english
russian+ark+2002,Russian Ark,False,"['mystery', 'drama', 'fantasy', 'history']","['ministryofcultureoftherussianfederation', 'hermitagebridgestudio,the', 'statehermitagemuseum']",['pусский'],"Russian Ark False mystery drama fantasy history ministryofcultureoftherussianfederation hermitagebridgestudio,the statehermitagemuseum  pусский"
little+darlings+1980,Little Darlings,False,"['comedy', 'drama']",['paramountpictures'],['english'],Little Darlings False comedy drama paramountpictures  english
47+ronin+2013,47 Ronin,False,"['drama', 'action', 'adventure', 'fantasy']","['midatlanticfilms', 'stuberproductions', 'universal', 'movingpicturecompany(mpc)', 'h2fentertainment']","['english', '日本語']",47 Ronin False drama action adventure fantasy midatlanticfilms stuberproductions universal movingpicturecompany(mpc) h2fentertainment  english 日本語
roman+holiday+1953,Roman Holiday,False,"['comedy', 'romance']",['paramountpictures'],"['english', 'italiano']",Roman Holiday False comedy romance paramountpictures  english italiano
hello_+dolly+1969,"Hello, Dolly!",False,"['comedy', 'family', 'music', 'romance']","['twentiethcenturyfoxfilmcorporation', 'chenaultproductions']",['english'],"Hello, Dolly! False comedy family music romance twentiethcenturyfoxfilmcorporation chenaultproductions  english"
from+prada+to+nada+2011,From Prada to Nada,False,"['comedy', 'drama', 'romance']","['lewisgilbertproductions', 'lionsgate', 'modernvideofilm']",['english'],From Prada to Nada False comedy drama romance lewisgilbertproductions lionsgate modernvideofilm  english
witness+1985,Witness,False,"['crime', 'drama', 'romance', 'thriller']",['paramountpictures'],"['deutsch', 'english']",Witness False crime drama romance thriller paramountpictures  deutsch english
recount+2008,Recount,False,"['drama', 'history']",['baltimorespringcreekproductions'],['english'],Recount False drama history baltimorespringcreekproductions  english
shine+a+light+2008,Shine a Light,False,"['documentary', 'music']","['concertpromotioninternational', 'shangri-laentertainment']",['english'],Shine a Light False documentary music concertpromotioninternational shangri-laentertainment  english
